date,min,max,normal_min,normal_max
19300801,99.0,75.0,92.9,75.7
19300802,97.0,79.0,92.9,75.7
19300803,95.0,78.0,93.0,75.7
19300804,95.0,79.0,93.0,75.7
19300805,92.0,76.0,93.0,75.8
19300806,92.0,74.0,93.0,75.8
19300807,96.0,71.0,93.0,75.8
19300808,97.0,71.0,93.0,75.8
19300809,94.0,75.0,93.0,75.8
19300810,92.0,72.0,93.0,75.9
19300811,99.0,70.0,93.0,75.9
19300812,99.0,71.0,93.0,75.9
19300813,98.0,78.0,93.0,75.9
19300814,98.0,72.0,92.9,75.9
19300815,98.0,73.0,92.9,75.9
19300816,97.0,70.0,92.9,75.9
19300817,98.0,71.0,92.8,75.9
19300818,98.0,72.0,92.7,75.9
19300819,101.0,74.0,92.7,75.9
19300820,101.0,74.0,92.6,75.8
19300821,96.0,76.0,92.5,75.8
19300822,96.0,72.0,92.5,75.8
19300823,93.0,71.0,92.4,75.7
19300824,94.0,73.0,92.3,75.6
19300825,83.0,72.0,92.2,75.6
19300826,92.0,68.0,92.1,75.5
19300827,95.0,65.0,91.9,75.4
19300828,96.0,65.0,91.8,75.3
19300829,89.0,70.0,91.7,75.2
19300830,95.0,73.0,91.5,75.1
19300831,92.0,70.0,91.4,75.0
19300901,92.0,73.0,91.3,74.9
19300902,94.0,70.0,91.1,74.7
19300903,92.0,73.0,90.9,74.6
19300904,93.0,70.0,90.8,74.4
19300905,92.0,69.0,90.6,74.2
19300906,93.0,71.0,90.4,74.1
19300907,94.0,71.0,90.2,73.9
19300908,96.0,72.0,90.0,73.7
19300909,91.0,71.0,89.9,73.5
19300910,94.0,71.0,89.7,73.2
19300911,100.0,74.0,89.5,73.0
19300912,97.0,73.0,89.3,72.8
19300913,96.0,73.0,89.0,72.5
19300914,95.0,73.0,88.8,72.3
19300915,89.0,73.0,88.6,72.0
19300916,85.0,65.0,88.4,71.8
19300917,85.0,64.0,88.2,71.5
19300918,91.0,60.0,88.0,71.3
19300919,88.0,61.0,87.7,71.0
19300920,92.0,72.0,87.5,70.7
19300921,92.0,69.0,87.3,70.4
19300922,86.0,70.0,87.0,70.1
19300923,82.0,70.0,86.8,69.8
19300924,87.0,73.0,86.6,69.5
19300925,90.0,72.0,86.3,69.2
19300926,80.0,67.0,86.1,69.0
19300927,78.0,57.0,85.9,68.7
19300928,83.0,60.0,85.6,68.4
19300929,84.0,64.0,85.4,68.1
19300930,83.0,64.0,85.2,67.8
19301001,83.0,65.0,84.9,67.5
19301002,83.0,59.0,84.7,67.2
19301003,82.0,61.0,84.4,66.9
19301004,76.0,71.0,84.2,66.6
19301005,80.0,68.0,84.0,66.3
19301006,85.0,73.0,83.7,66.0
19301007,79.0,67.0,83.5,65.7
19301008,89.0,60.0,83.2,65.4
19301009,87.0,63.0,83.0,65.1
19301010,85.0,72.0,82.7,64.8
19301011,85.0,71.0,82.5,64.5
19301012,82.0,73.0,82.3,64.2
19301013,81.0,67.0,82.0,64.0
19301014,80.0,59.0,81.8,63.7
19301015,82.0,61.0,81.5,63.4
19301016,87.0,63.0,81.3,63.1
19301017,79.0,56.0,81.0,62.8
19301018,74.0,56.0,80.8,62.5
19301019,73.0,51.0,80.5,62.2
19301020,77.0,55.0,80.2,62.0
19301021,79.0,55.0,80.0,61.7
19301022,78.0,57.0,79.7,61.4
19301023,75.0,66.0,79.5,61.1
19301024,68.0,58.0,79.2,60.8
19301025,69.0,43.0,78.9,60.5
19301026,80.0,51.0,78.7,60.2
19301027,72.0,68.0,78.4,59.9
19301028,73.0,63.0,78.1,59.6
19301029,66.0,57.0,77.8,59.3
19301030,73.0,42.0,77.5,59.0
19301031,63.0,43.0,77.3,58.7
19301101,62.0,40.0,77.0,58.4
19301102,72.0,48.0,76.7,58.1
19301103,74.0,52.0,76.4,57.8
19301104,74.0,49.0,76.1,57.5
19301105,73.0,49.0,75.8,57.2
19301106,69.0,49.0,75.5,56.9
19301107,68.0,45.0,75.1,56.6
19301108,67.0,47.0,74.8,56.2
19301109,60.0,55.0,74.5,55.9
19301110,62.0,57.0,74.2,55.6
19301111,63.0,59.0,73.9,55.3
19301112,64.0,60.0,73.6,55.0
19301113,,,73.2,54.6
19301114,78.0,64.0,72.9,54.3
19301115,81.0,62.0,72.6,54.0
19301116,79.0,55.0,72.2,53.7
19301117,83.0,54.0,71.9,53.4
19301118,81.0,61.0,71.6,53.1
19301119,79.0,73.0,71.3,52.7
19301120,75.0,50.0,70.9,52.4
19301121,62.0,55.0,70.6,52.1
19301122,57.0,47.0,70.3,51.8
19301123,60.0,46.0,70.0,51.5
19301124,54.0,43.0,69.7,51.2
19301125,57.0,32.0,69.3,50.9
19301126,60.0,46.0,69.0,50.7
19301127,67.0,35.0,68.7,50.4
19301128,70.0,46.0,68.4,50.1
19301129,71.0,61.0,68.1,49.8
19301130,70.0,52.0,67.8,49.6
19301201,63.0,41.0,67.5,49.3
19301202,62.0,45.0,67.3,49.1
19301203,68.0,50.0,67.0,48.8
19301204,72.0,60.0,66.7,48.6
19301205,68.0,49.0,66.5,48.4
19301206,51.0,42.0,66.2,48.2
19301207,51.0,43.0,66.0,48.0
19301208,60.0,37.0,65.7,47.8
19301209,66.0,42.0,65.5,47.6
19301210,67.0,52.0,65.3,47.4
19301211,69.0,55.0,65.1,47.2
19301212,64.0,54.0,64.9,47.0
19301213,68.0,49.0,64.7,46.9
19301214,70.0,40.0,64.5,46.7
19301215,58.0,44.0,64.3,46.6
19301216,44.0,41.0,64.1,46.4
19301217,50.0,33.0,64.0,46.3
19301218,59.0,46.0,63.8,46.2
19301219,59.0,37.0,63.7,46.0
19301220,57.0,38.0,63.6,45.9
19301221,50.0,43.0,63.5,45.8
19301222,47.0,36.0,63.3,45.7
19301223,54.0,28.0,63.2,45.6
19301224,56.0,32.0,63.2,45.5
19301225,58.0,51.0,63.1,45.5
19301226,52.0,40.0,63.0,45.4
19301227,49.0,37.0,62.9,45.3
19301228,53.0,44.0,62.9,45.2
19301229,54.0,31.0,62.8,45.2
19301230,48.0,43.0,62.8,45.1
19301231,46.0,40.0,62.7,45.1
19310101,53.0,40.0,62.7,45.0
19310102,60.0,40.0,62.7,45.0
19310103,68.0,38.0,62.7,45.0
19310104,70.0,55.0,62.6,44.9
19310105,58.0,45.0,62.6,44.9
19310106,62.0,36.0,62.6,44.9
19310107,72.0,45.0,62.6,44.8
19310108,66.0,41.0,62.6,44.8
19310109,55.0,45.0,62.7,44.8
19310110,51.0,44.0,62.7,44.8
19310111,51.0,46.0,62.7,44.8
19310112,56.0,44.0,62.7,44.8
19310113,58.0,36.0,62.7,44.8
19310114,51.0,33.0,62.8,44.8
19310115,45.0,36.0,62.8,44.9
19310116,52.0,40.0,62.9,44.9
19310117,53.0,49.0,62.9,44.9
19310118,54.0,47.0,62.9,44.9
19310119,53.0,41.0,63.0,45.0
19310120,56.0,40.0,63.0,45.0
19310121,62.0,33.0,63.1,45.1
19310122,65.0,38.0,63.2,45.1
19310123,67.0,47.0,63.2,45.2
19310124,66.0,43.0,63.3,45.3
19310125,68.0,48.0,63.4,45.4
19310126,69.0,49.0,63.4,45.5
19310127,65.0,52.0,63.5,45.5
19310128,68.0,57.0,63.6,45.6
19310129,69.0,56.0,63.7,45.8
19310130,72.0,52.0,63.8,45.9
19310131,73.0,48.0,63.9,46.0
19310201,71.0,57.0,64.0,46.1
19310202,70.0,55.0,64.1,46.2
19310203,68.0,53.0,64.2,46.4
19310204,70.0,48.0,64.3,46.5
19310205,70.0,48.0,64.4,46.7
19310206,70.0,50.0,64.6,46.8
19310207,70.0,57.0,64.7,47.0
19310208,75.0,62.0,64.8,47.2
19310209,68.0,50.0,65.0,47.4
19310210,59.0,37.0,65.1,47.5
19310211,62.0,36.0,65.3,47.7
19310212,67.0,48.0,65.4,47.9
19310213,72.0,62.0,65.6,48.1
19310214,,,65.7,48.3
19310215,54.0,44.0,65.9,48.5
19310216,65.0,43.0,66.1,48.7
19310217,73.0,50.0,66.3,48.9
19310218,66.0,48.0,66.5,49.1
19310219,70.0,46.0,66.7,49.3
19310220,72.0,47.0,66.9,49.5
19310221,70.0,50.0,67.1,49.8
19310222,68.0,55.0,67.3,50.0
19310223,62.0,55.0,67.5,50.2
19310224,58.0,50.0,67.7,50.4
19310225,60.0,43.0,67.9,50.6
19310226,62.0,46.0,68.2,50.8
19310227,57.0,51.0,68.4,51.0
19310228,67.0,53.0,68.6,51.2
19310301,60.0,53.0,68.8,51.4
19310302,54.0,37.0,69.1,51.6
19310303,61.0,32.0,69.3,51.8
19310304,60.0,35.0,69.6,52.0
19310305,69.0,41.0,69.8,52.2
19310306,68.0,56.0,70.0,52.4
19310307,63.0,36.0,70.3,52.6
19310308,55.0,31.0,70.5,52.8
19310309,56.0,28.0,70.8,53.0
19310310,62.0,36.0,71.0,53.2
19310311,74.0,45.0,71.3,53.4
19310312,73.0,42.0,71.5,53.6
19310313,69.0,54.0,71.7,53.8
19310314,75.0,56.0,72.0,53.9
19310315,69.0,51.0,72.2,54.1
19310316,63.0,49.0,72.5,54.3
19310317,66.0,43.0,72.7,54.5
19310318,72.0,44.0,72.9,54.7
19310319,74.0,54.0,73.2,54.9
19310320,70.0,61.0,73.4,55.0
19310321,63.0,48.0,73.6,55.2
19310322,70.0,42.0,73.8,55.4
19310323,75.0,52.0,74.1,55.6
19310324,74.0,61.0,74.3,55.8
19310325,68.0,52.0,74.5,56.0
19310326,74.0,54.0,74.7,56.2
19310327,68.0,48.0,74.9,56.3
19310328,56.0,33.0,75.1,56.5
19310329,61.0,35.0,75.3,56.7
19310330,56.0,45.0,75.5,56.9
19310331,53.0,45.0,75.7,57.1
19310401,66.0,35.0,75.9,57.3
19310402,77.0,58.0,76.1,57.6
19310403,73.0,65.0,76.3,57.8
19310404,71.0,56.0,76.5,58.0
19310405,65.0,44.0,76.7,58.2
19310406,71.0,41.0,76.9,58.4
19310407,71.0,43.0,77.1,58.7
19310408,70.0,50.0,77.3,58.9
19310409,74.0,56.0,77.5,59.2
19310410,70.0,50.0,77.7,59.4
19310411,74.0,52.0,77.9,59.6
19310412,74.0,50.0,78.1,59.9
19310413,70.0,51.0,78.3,60.1
19310414,75.0,61.0,78.5,60.4
19310415,73.0,60.0,78.7,60.7
19310416,78.0,54.0,78.9,60.9
19310417,82.0,55.0,79.1,61.2
19310418,79.0,52.0,79.3,61.5
19310419,73.0,58.0,79.5,61.7
19310420,78.0,59.0,79.7,62.0
19310421,70.0,52.0,79.9,62.3
19310422,65.0,38.0,80.1,62.6
19310423,67.0,45.0,80.3,62.8
19310424,69.0,56.0,80.5,63.1
19310425,79.0,57.0,80.7,63.4
19310426,75.0,65.0,80.9,63.7
19310427,74.0,59.0,81.1,64.0
19310428,74.0,55.0,81.4,64.2
19310429,72.0,63.0,81.6,64.5
19310430,72.0,60.0,81.8,64.8
19310501,73.0,62.0,82.0,65.1
19310502,81.0,56.0,82.3,65.3
19310503,82.0,61.0,82.5,65.6
19310504,84.0,58.0,82.7,65.9
19310505,79.0,61.0,83.0,66.1
19310506,81.0,60.0,83.2,66.4
19310507,74.0,52.0,83.4,66.7
19310508,79.0,58.0,83.7,66.9
19310509,76.0,65.0,83.9,67.2
19310510,80.0,52.0,84.1,67.4
19310511,76.0,56.0,84.4,67.7
19310512,74.0,50.0,84.6,67.9
19310513,79.0,51.0,84.8,68.1
19310514,84.0,59.0,85.1,68.4
19310515,82.0,57.0,85.3,68.6
19310516,81.0,55.0,85.5,68.8
19310517,80.0,54.0,85.7,69.1
19310518,74.0,62.0,85.9,69.3
19310519,82.0,68.0,86.2,69.5
19310520,78.0,63.0,86.4,69.7
19310521,77.0,58.0,86.6,69.9
19310522,81.0,65.0,86.8,70.1
19310523,78.0,63.0,87.0,70.3
19310524,80.0,62.0,87.2,70.5
19310525,82.0,57.0,87.4,70.7
19310526,81.0,64.0,87.5,70.9
19310527,83.0,65.0,87.7,71.1
19310528,83.0,64.0,87.9,71.3
19310529,83.0,67.0,88.1,71.5
19310530,80.0,69.0,88.2,71.7
19310531,82.0,65.0,88.4,71.8
19310601,84.0,62.0,88.6,72.0
19310602,83.0,60.0,88.7,72.2
19310603,85.0,62.0,88.8,72.3
19310604,85.0,63.0,89.0,72.5
19310605,87.0,69.0,89.1,72.7
19310606,87.0,62.0,89.2,72.8
19310607,91.0,66.0,89.4,73.0
19310608,87.0,72.0,89.5,73.1
19310609,87.0,71.0,89.6,73.2
19310610,,,89.7,73.4
19310611,91.0,74.0,89.8,73.5
19310612,91.0,70.0,89.9,73.6
19310613,93.0,70.0,90.0,73.8
19310614,90.0,67.0,90.1,73.9
19310615,95.0,69.0,90.2,74.0
19310616,95.0,68.0,90.3,74.1
19310617,91.0,72.0,90.3,74.2
19310618,91.0,69.0,90.4,74.3
19310619,90.0,68.0,90.5,74.4
19310620,91.0,70.0,90.6,74.5
19310621,92.0,71.0,90.6,74.6
19310622,91.0,70.0,90.7,74.7
19310623,88.0,71.0,90.8,74.8
19310624,91.0,72.0,90.8,74.9
19310625,93.0,71.0,90.9,74.9
19310626,92.0,67.0,91.0,75.0
19310627,89.0,73.0,91.0,75.1
19310628,90.0,73.0,91.1,75.1
19310629,89.0,74.0,91.1,75.2
19310630,92.0,72.0,91.2,75.2
19310701,95.0,72.0,91.2,75.2
19310702,96.0,74.0,91.3,75.3
19310703,96.0,70.0,91.4,75.3
19310704,96.0,70.0,91.4,75.4
19310705,95.0,71.0,91.5,75.4
19310706,92.0,69.0,91.5,75.4
19310707,96.0,76.0,91.6,75.4
19310708,95.0,76.0,91.6,75.4
19310709,97.0,74.0,91.7,75.5
19310710,98.0,78.0,91.8,75.5
19310711,99.0,74.0,91.8,75.5
19310712,94.0,74.0,91.9,75.5
19310713,92.0,74.0,91.9,75.5
19310714,94.0,73.0,92.0,75.5
19310715,94.0,72.0,92.1,75.5
19310716,88.0,73.0,92.1,75.5
19310717,83.0,74.0,92.2,75.5
19310718,84.0,73.0,92.2,75.5
19310719,91.0,72.0,92.3,75.5
19310720,88.0,73.0,92.3,75.5
19310721,91.0,72.0,92.4,75.5
19310722,92.0,71.0,92.5,75.6
19310723,92.0,72.0,92.5,75.6
19310724,94.0,69.0,92.6,75.6
19310725,93.0,68.0,92.6,75.6
19310726,93.0,70.0,92.7,75.6
19310727,97.0,68.0,92.7,75.6
19310728,94.0,72.0,92.8,75.6
19310729,91.0,74.0,92.8,75.6
19310730,88.0,72.0,92.8,75.7
19310731,90.0,73.0,92.9,75.7
19310801,92.0,76.0,92.9,75.7
19310802,88.0,73.0,92.9,75.7
19310803,94.0,73.0,93.0,75.7
19310804,91.0,73.0,93.0,75.7
19310805,93.0,74.0,93.0,75.8
19310806,99.0,73.0,93.0,75.8
19310807,90.0,73.0,93.0,75.8
19310808,93.0,73.0,93.0,75.8
19310809,95.0,71.0,93.0,75.8
19310810,97.0,72.0,93.0,75.9
19310811,92.0,78.0,93.0,75.9
19310812,91.0,62.0,93.0,75.9
19310813,92.0,63.0,93.0,75.9
19310814,90.0,67.0,92.9,75.9
19310815,90.0,66.0,92.9,75.9
19310816,90.0,65.0,92.9,75.9
19310817,89.0,70.0,92.8,75.9
19310818,86.0,74.0,92.7,75.9
19310819,87.0,70.0,92.7,75.9
19310820,85.0,70.0,92.6,75.8
19310821,94.0,65.0,92.5,75.8
19310822,87.0,66.0,92.5,75.8
19310823,86.0,72.0,92.4,75.7
19310824,85.0,63.0,92.3,75.6
19310825,86.0,67.0,92.2,75.6
19310826,87.0,66.0,92.1,75.5
19310827,90.0,70.0,91.9,75.4
19310828,88.0,67.0,91.8,75.3
19310829,93.0,67.0,91.7,75.2
19310830,90.0,72.0,91.5,75.1
19310831,86.0,70.0,91.4,75.0
19310901,92.0,72.0,91.3,74.9
19310902,93.0,71.0,91.1,74.7
19310903,95.0,70.0,90.9,74.6
19310904,94.0,71.0,90.8,74.4
19310905,93.0,69.0,90.6,74.2
19310906,91.0,69.0,90.4,74.1
19310907,87.0,69.0,90.2,73.9
19310908,94.0,70.0,90.0,73.7
19310909,98.0,71.0,89.9,73.5
19310910,92.0,69.0,89.7,73.2
19310911,89.0,69.0,89.5,73.0
19310912,88.0,72.0,89.3,72.8
19310913,91.0,71.0,89.0,72.5
19310914,91.0,72.0,88.8,72.3
19310915,91.0,74.0,88.6,72.0
19310916,90.0,73.0,88.4,71.8
19310917,89.0,73.0,88.2,71.5
19310918,84.0,72.0,88.0,71.3
19310919,86.0,70.0,87.7,71.0
19310920,89.0,73.0,87.5,70.7
19310921,92.0,71.0,87.3,70.4
19310922,90.0,73.0,87.0,70.1
19310923,91.0,74.0,86.8,69.8
19310924,93.0,72.0,86.6,69.5
19310925,92.0,70.0,86.3,69.2
19310926,96.0,70.0,86.1,69.0
19310927,85.0,62.0,85.9,68.7
19310928,82.0,59.0,85.6,68.4
19310929,84.0,57.0,85.4,68.1
19310930,85.0,59.0,85.2,67.8
19311001,89.0,60.0,84.9,67.5
19311002,88.0,64.0,84.7,67.2
19311003,84.0,68.0,84.4,66.9
19311004,89.0,71.0,84.2,66.6
19311005,90.0,70.0,84.0,66.3
19311006,89.0,72.0,83.7,66.0
19311007,91.0,71.0,83.5,65.7
19311008,92.0,70.0,83.2,65.4
19311009,91.0,71.0,83.0,65.1
19311010,88.0,70.0,82.7,64.8
19311011,90.0,70.0,82.5,64.5
19311012,90.0,70.0,82.3,64.2
19311013,87.0,67.0,82.0,64.0
19311014,90.0,64.0,81.8,63.7
19311015,91.0,64.0,81.5,63.4
19311016,85.0,66.0,81.3,63.1
19311017,84.0,55.0,81.0,62.8
19311018,81.0,56.0,80.8,62.5
19311019,80.0,55.0,80.5,62.2
19311020,84.0,54.0,80.2,62.0
19311021,86.0,62.0,80.0,61.7
19311022,87.0,67.0,79.7,61.4
19311023,79.0,65.0,79.5,61.1
19311024,80.0,65.0,79.2,60.8
19311025,86.0,65.0,78.9,60.5
19311026,85.0,65.0,78.7,60.2
19311027,88.0,64.0,78.4,59.9
19311028,85.0,68.0,78.1,59.6
19311029,79.0,51.0,77.8,59.3
19311030,72.0,51.0,77.5,59.0
19311031,73.0,45.0,77.3,58.7
19311101,69.0,43.0,77.0,58.4
19311102,75.0,49.0,76.7,58.1
19311103,80.0,52.0,76.4,57.8
19311104,83.0,56.0,76.1,57.5
19311105,85.0,54.0,75.8,57.2
19311106,83.0,57.0,75.5,56.9
19311107,80.0,58.0,75.1,56.6
19311108,80.0,55.0,74.8,56.2
19311109,81.0,60.0,74.5,55.9
19311110,83.0,62.0,74.2,55.6
19311111,82.0,66.0,73.9,55.3
19311112,83.0,64.0,73.6,55.0
19311113,83.0,65.0,73.2,54.6
19311114,80.0,66.0,72.9,54.3
19311115,82.0,62.0,72.6,54.0
19311116,81.0,63.0,72.2,53.7
19311117,79.0,63.0,71.9,53.4
19311118,82.0,48.0,71.6,53.1
19311119,79.0,46.0,71.3,52.7
19311120,75.0,49.0,70.9,52.4
19311121,81.0,46.0,70.6,52.1
19311122,81.0,69.0,70.3,51.8
19311123,81.0,65.0,70.0,51.5
19311124,74.0,55.0,69.7,51.2
19311125,59.0,51.0,69.3,50.9
19311126,58.0,48.0,69.0,50.7
19311127,54.0,51.0,68.7,50.4
19311128,64.0,51.0,68.4,50.1
19311129,79.0,61.0,68.1,49.8
19311130,66.0,54.0,67.8,49.6
19311201,54.0,52.0,67.5,49.3
19311202,53.0,44.0,67.3,49.1
19311203,52.0,42.0,67.0,48.8
19311204,64.0,32.0,66.7,48.6
19311205,65.0,48.0,66.5,48.4
19311206,61.0,49.0,66.2,48.2
19311207,49.0,45.0,66.0,48.0
19311208,50.0,45.0,65.7,47.8
19311209,63.0,48.0,65.5,47.6
19311210,78.0,48.0,65.3,47.4
19311211,77.0,66.0,65.1,47.2
19311212,79.0,64.0,64.9,47.0
19311213,79.0,55.0,64.7,46.9
19311214,55.0,42.0,64.5,46.7
19311215,54.0,46.0,64.3,46.6
19311216,54.0,47.0,64.1,46.4
19311217,52.0,45.0,64.0,46.3
19311218,47.0,38.0,63.8,46.2
19311219,50.0,44.0,63.7,46.0
19311220,59.0,38.0,63.6,45.9
19311221,71.0,39.0,63.5,45.8
19311222,80.0,52.0,63.3,45.7
19311223,79.0,69.0,63.2,45.6
19311224,74.0,53.0,63.2,45.5
19311225,70.0,48.0,63.1,45.5
19311226,66.0,42.0,63.0,45.4
19311227,74.0,53.0,62.9,45.3
19311228,74.0,46.0,62.9,45.2
19311229,77.0,53.0,62.8,45.2
19311230,75.0,59.0,62.8,45.1
19311231,62.0,38.0,62.7,45.1
19320101,60.0,38.0,62.7,45.0
19320102,61.0,40.0,62.7,45.0
19320103,60.0,50.0,62.7,45.0
19320104,73.0,54.0,62.6,44.9
19320105,72.0,55.0,62.6,44.9
19320106,57.0,45.0,62.6,44.9
19320107,56.0,40.0,62.6,44.8
19320108,54.0,37.0,62.6,44.8
19320109,58.0,38.0,62.7,44.8
19320110,65.0,35.0,62.7,44.8
19320111,70.0,53.0,62.7,44.8
19320112,68.0,52.0,62.7,44.8
19320113,76.0,47.0,62.7,44.8
19320114,77.0,66.0,62.8,44.8
19320115,78.0,66.0,62.8,44.9
19320116,76.0,66.0,62.9,44.9
19320117,69.0,58.0,62.9,44.9
19320118,62.0,53.0,62.9,44.9
19320119,62.0,54.0,63.0,45.0
19320120,73.0,50.0,63.0,45.0
19320121,77.0,59.0,63.1,45.1
19320122,72.0,66.0,63.2,45.1
19320123,68.0,48.0,63.2,45.2
19320124,50.0,45.0,63.3,45.3
19320125,50.0,45.0,63.4,45.4
19320126,64.0,49.0,63.4,45.5
19320127,67.0,48.0,63.5,45.5
19320128,77.0,57.0,63.6,45.6
19320129,71.0,45.0,63.7,45.8
19320130,55.0,32.0,63.8,45.9
19320131,58.0,37.0,63.9,46.0
19320201,,,64.0,46.1
19320202,,,64.1,46.2
19320203,,,64.2,46.4
19320204,,,64.3,46.5
19320205,,,64.4,46.7
19320206,,,64.6,46.8
19320207,,,64.7,47.0
19320208,,,64.8,47.2
19320209,,,65.0,47.4
19320210,,,65.1,47.5
19320211,,,65.3,47.7
19320212,,,65.4,47.9
19320213,,,65.6,48.1
19320214,,,65.7,48.3
19320215,,,65.9,48.5
19320216,,,66.1,48.7
19320217,,,66.3,48.9
19320218,,,66.5,49.1
19320219,,,66.7,49.3
19320220,,,66.9,49.5
19320221,,,67.1,49.8
19320222,,,67.3,50.0
19320223,,,67.5,50.2
19320224,,,67.7,50.4
19320225,,,67.9,50.6
19320226,,,68.2,50.8
19320227,,,68.4,51.0
19320228,,,68.6,51.2
19320229,,,68.7,51.3
19320301,78.0,55.0,68.8,51.4
19320302,79.0,61.0,69.1,51.6
19320303,74.0,63.0,69.3,51.8
19320304,76.0,54.0,69.6,52.0
19320305,67.0,41.0,69.8,52.2
19320306,56.0,32.0,70.0,52.4
19320307,63.0,43.0,70.3,52.6
19320308,60.0,40.0,70.5,52.8
19320309,41.0,27.0,70.8,53.0
19320310,37.0,28.0,71.0,53.2
19320311,39.0,29.0,71.3,53.4
19320312,46.0,32.0,71.5,53.6
19320313,50.0,25.0,71.7,53.8
19320314,68.0,29.0,72.0,53.9
19320315,73.0,38.0,72.2,54.1
19320316,74.0,57.0,72.5,54.3
19320317,74.0,62.0,72.7,54.5
19320318,76.0,48.0,72.9,54.7
19320319,82.0,48.0,73.2,54.9
19320320,80.0,54.0,73.4,55.0
19320321,84.0,65.0,73.6,55.2
19320322,71.0,41.0,73.8,55.4
19320323,67.0,46.0,74.1,55.6
19320324,71.0,39.0,74.3,55.8
19320325,78.0,49.0,74.5,56.0
19320326,78.0,57.0,74.7,56.2
19320327,70.0,57.0,74.9,56.3
19320328,71.0,43.0,75.1,56.5
19320329,72.0,47.0,75.3,56.7
19320330,79.0,65.0,75.5,56.9
19320331,73.0,51.0,75.7,57.1
19320401,76.0,45.0,75.9,57.3
19320402,75.0,40.0,76.1,57.6
19320403,77.0,46.0,76.3,57.8
19320404,78.0,57.0,76.5,58.0
19320405,80.0,57.0,76.7,58.2
19320406,81.0,61.0,76.9,58.4
19320407,78.0,66.0,77.1,58.7
19320408,76.0,44.0,77.3,58.9
19320409,71.0,49.0,77.5,59.2
19320410,70.0,55.0,77.7,59.4
19320411,68.0,42.0,77.9,59.6
19320412,77.0,40.0,78.1,59.9
19320413,80.0,47.0,78.3,60.1
19320414,84.0,49.0,78.5,60.4
19320415,76.0,52.0,78.7,60.7
19320416,78.0,55.0,78.9,60.9
19320417,82.0,48.0,79.1,61.2
19320418,83.0,59.0,79.3,61.5
19320419,83.0,59.0,79.5,61.7
19320420,83.0,59.0,79.7,62.0
19320421,82.0,64.0,79.9,62.3
19320422,76.0,70.0,80.1,62.6
19320423,79.0,68.0,80.3,62.8
19320424,83.0,69.0,80.5,63.1
19320425,92.0,70.0,80.7,63.4
19320426,86.0,64.0,80.9,63.7
19320427,,,81.1,64.0
19320428,73.0,59.0,81.4,64.2
19320429,73.0,67.0,81.6,64.5
19320430,83.0,63.0,81.8,64.8
19320501,87.0,61.0,82.0,65.1
19320502,82.0,63.0,82.3,65.3
19320503,80.0,56.0,82.5,65.6
19320504,78.0,57.0,82.7,65.9
19320505,82.0,62.0,83.0,66.1
19320506,79.0,68.0,83.2,66.4
19320507,82.0,71.0,83.4,66.7
19320508,83.0,64.0,83.7,66.9
19320509,89.0,68.0,83.9,67.2
19320510,83.0,69.0,84.1,67.4
19320511,80.0,63.0,84.4,67.7
19320512,84.0,60.0,84.6,67.9
19320513,86.0,60.0,84.8,68.1
19320514,84.0,60.0,85.1,68.4
19320515,80.0,61.0,85.3,68.6
19320516,78.0,62.0,85.5,68.8
19320517,82.0,67.0,85.7,69.1
19320518,84.0,58.0,85.9,69.3
19320519,84.0,57.0,86.2,69.5
19320520,84.0,57.0,86.4,69.7
19320521,86.0,62.0,86.6,69.9
19320522,88.0,63.0,86.8,70.1
19320523,88.0,61.0,87.0,70.3
19320524,87.0,64.0,87.2,70.5
19320525,86.0,68.0,87.4,70.7
19320526,89.0,67.0,87.5,70.9
19320527,88.0,67.0,87.7,71.1
19320528,88.0,74.0,87.9,71.3
19320529,86.0,69.0,88.1,71.5
19320530,87.0,62.0,88.2,71.7
19320531,86.0,67.0,88.4,71.8
19320601,85.0,68.0,88.6,72.0
19320602,83.0,67.0,88.7,72.2
19320603,85.0,71.0,88.8,72.3
19320604,86.0,70.0,89.0,72.5
19320605,87.0,64.0,89.1,72.7
19320606,88.0,65.0,89.2,72.8
19320607,91.0,65.0,89.4,73.0
19320608,92.0,66.0,89.5,73.1
19320609,92.0,68.0,89.6,73.2
19320610,86.0,71.0,89.7,73.4
19320611,92.0,66.0,89.8,73.5
19320612,90.0,64.0,89.9,73.6
19320613,95.0,67.0,90.0,73.8
19320614,94.0,71.0,90.1,73.9
19320615,93.0,70.0,90.2,74.0
19320616,90.0,69.0,90.3,74.1
19320617,91.0,77.0,90.3,74.2
19320618,92.0,76.0,90.4,74.3
19320619,92.0,70.0,90.5,74.4
19320620,92.0,70.0,90.6,74.5
19320621,90.0,70.0,90.6,74.6
19320622,90.0,71.0,90.7,74.7
19320623,93.0,74.0,90.8,74.8
19320624,88.0,75.0,90.8,74.9
19320625,86.0,75.0,90.9,74.9
19320626,90.0,75.0,91.0,75.0
19320627,91.0,74.0,91.0,75.1
19320628,93.0,72.0,91.1,75.1
19320629,91.0,73.0,91.1,75.2
19320630,91.0,72.0,91.2,75.2
19320701,91.0,74.0,91.2,75.2
19320702,89.0,73.0,91.3,75.3
19320703,91.0,75.0,91.4,75.3
19320704,90.0,76.0,91.4,75.4
19320705,92.0,74.0,91.5,75.4
19320706,92.0,76.0,91.5,75.4
19320707,96.0,72.0,91.6,75.4
19320708,97.0,71.0,91.6,75.4
19320709,93.0,72.0,91.7,75.5
