date,min,max,normal_min,normal_max
20120609,90.0,73.0,89.6,73.2
20120610,93.0,74.0,89.7,73.4
20120611,94.0,79.0,89.8,73.5
20120612,92.0,73.0,89.9,73.6
20120613,91.0,73.0,90.0,73.8
20120614,92.0,77.0,90.1,73.9
20120615,93.0,77.0,90.2,74.0
20120616,87.0,77.0,90.3,74.1
20120617,91.0,76.0,90.3,74.2
20120618,87.0,74.0,90.4,74.3
20120619,86.0,75.0,90.5,74.4
20120620,88.0,75.0,90.6,74.5
20120621,91.0,76.0,90.6,74.6
20120622,95.0,75.0,90.7,74.7
20120623,95.0,76.0,90.8,74.8
20120624,100.0,78.0,90.8,74.9
20120625,102.0,81.0,90.9,74.9
20120626,102.0,82.0,91.0,75.0
20120627,99.0,82.0,91.0,75.1
20120628,96.0,79.0,91.1,75.1
20120629,92.0,78.0,91.1,75.2
20120630,85.0,74.0,91.2,75.2
20120701,83.0,73.0,91.2,75.2
20120702,91.0,76.0,91.3,75.3
20120703,91.0,77.0,91.4,75.3
20120704,91.0,76.0,91.4,75.4
20120705,93.0,76.0,91.5,75.4
20120706,94.0,76.0,91.5,75.4
20120707,92.0,77.0,91.6,75.4
20120708,83.0,74.0,91.6,75.4
20120709,85.0,75.0,91.7,75.5
20120710,81.0,74.0,91.8,75.5
20120711,81.0,74.0,91.8,75.5
20120712,80.0,72.0,91.9,75.5
20120713,84.0,73.0,91.9,75.5
20120714,88.0,74.0,92.0,75.5
20120715,88.0,75.0,92.1,75.5
20120716,91.0,75.0,92.1,75.5
20120717,90.0,76.0,92.2,75.5
20120718,91.0,75.0,92.2,75.5
20120719,93.0,77.0,92.3,75.5
20120720,94.0,78.0,92.3,75.5
20120721,94.0,79.0,92.4,75.5
20120722,93.0,78.0,92.5,75.6
20120723,89.0,78.0,92.5,75.6
20120724,90.0,77.0,92.6,75.6
20120725,92.0,77.0,92.6,75.6
20120726,93.0,78.0,92.7,75.6
20120727,94.0,77.0,92.7,75.6
20120728,95.0,78.0,92.8,75.6
20120729,93.0,79.0,92.8,75.6
20120730,95.0,77.0,92.8,75.7
20120731,95.0,78.0,92.9,75.7
20120801,95.0,77.0,92.9,75.7
20120802,95.0,78.0,92.9,75.7
20120803,96.0,79.0,93.0,75.7
20120804,94.0,78.0,93.0,75.7
20120805,90.0,78.0,93.0,75.8
20120806,95.0,77.0,93.0,75.8
20120807,95.0,77.0,93.0,75.8
20120808,94.0,77.0,93.0,75.8
20120809,95.0,77.0,93.0,75.8
20120810,96.0,78.0,93.0,75.9
20120811,96.0,79.0,93.0,75.9
20120812,95.0,78.0,93.0,75.9
20120813,96.0,79.0,93.0,75.9
20120814,96.0,79.0,92.9,75.9
20120815,95.0,77.0,92.9,75.9
20120816,96.0,79.0,92.9,75.9
20120817,95.0,79.0,92.8,75.9
20120818,94.0,78.0,92.7,75.9
20120819,88.0,74.0,92.7,75.9
20120820,95.0,74.0,92.6,75.8
20120821,92.0,77.0,92.5,75.8
20120822,90.0,78.0,92.5,75.8
20120823,90.0,77.0,92.4,75.7
20120824,87.0,77.0,92.3,75.6
20120825,89.0,77.0,92.2,75.6
20120826,91.0,76.0,92.1,75.5
20120827,96.0,75.0,91.9,75.4
20120828,97.0,80.0,91.8,75.3
20120829,97.0,82.0,91.7,75.2
20120830,99.0,80.0,91.5,75.1
20120831,96.0,82.0,91.4,75.0
20120901,91.0,76.0,91.3,74.9
20120902,94.0,77.0,91.1,74.7
20120903,94.0,77.0,90.9,74.6
20120904,94.0,75.0,90.8,74.4
20120905,95.0,77.0,90.6,74.2
20120906,95.0,76.0,90.4,74.1
20120907,95.0,75.0,90.2,73.9
20120908,89.0,73.0,90.0,73.7
20120909,88.0,68.0,89.9,73.5
20120910,87.0,67.0,89.7,73.2
20120911,88.0,67.0,89.5,73.0
20120912,88.0,76.0,89.3,72.8
20120913,90.0,73.0,89.0,72.5
20120914,86.0,73.0,88.8,72.3
20120915,89.0,70.0,88.6,72.0
20120916,87.0,71.0,88.4,71.8
20120917,82.0,67.0,88.2,71.5
20120918,88.0,68.0,88.0,71.3
20120919,84.0,67.0,87.7,71.0
20120920,86.0,63.0,87.5,70.7
20120921,86.0,61.0,87.3,70.4
20120922,90.0,69.0,87.0,70.1
20120923,89.0,67.0,86.8,69.8
20120924,89.0,66.0,86.6,69.5
20120925,88.0,69.0,86.3,69.2
20120926,89.0,73.0,86.1,69.0
20120927,87.0,71.0,85.9,68.7
20120928,87.0,72.0,85.6,68.4
20120929,77.0,68.0,85.4,68.1
20120930,73.0,63.0,85.2,67.8
20121001,82.0,56.0,84.9,67.5
20121002,82.0,61.0,84.7,67.2
20121003,83.0,58.0,84.4,66.9
20121004,86.0,65.0,84.2,66.6
20121005,86.0,67.0,84.0,66.3
20121006,84.0,62.0,83.7,66.0
20121007,69.0,53.0,83.5,65.7
20121008,70.0,54.0,83.2,65.4
20121009,82.0,60.0,83.0,65.1
20121010,86.0,65.0,82.7,64.8
20121011,86.0,71.0,82.5,64.5
20121012,87.0,70.0,82.3,64.2
20121013,86.0,68.0,82.0,64.0
20121014,88.0,71.0,81.8,63.7
20121015,80.0,61.0,81.5,63.4
20121016,79.0,59.0,81.3,63.1
20121017,87.0,61.0,81.0,62.8
20121018,79.0,65.0,80.8,62.5
20121019,82.0,56.0,80.5,62.2
20121020,83.0,53.0,80.2,62.0
20121021,85.0,66.0,80.0,61.7
20121022,86.0,71.0,79.7,61.4
20121023,86.0,65.0,79.5,61.1
20121024,85.0,65.0,79.2,60.8
20121025,87.0,70.0,78.9,60.5
20121026,71.0,53.0,78.7,60.2
20121027,65.0,49.0,78.4,59.9
20121028,67.0,44.0,78.1,59.6
20121029,69.0,45.0,77.8,59.3
20121030,75.0,45.0,77.5,59.0
20121031,83.0,55.0,77.3,58.7
20121101,88.0,58.0,77.0,58.4
20121102,87.0,64.0,76.7,58.1
20121103,86.0,64.0,76.4,57.8
20121104,82.0,63.0,76.1,57.5
20121105,86.0,62.0,75.8,57.2
20121106,76.0,55.0,75.5,56.9
20121107,81.0,52.0,75.1,56.6
20121108,81.0,57.0,74.8,56.2
20121109,82.0,63.0,74.5,55.9
20121110,84.0,63.0,74.2,55.6
20121111,84.0,61.0,73.9,55.3
20121112,69.0,52.0,73.6,55.0
20121113,61.0,44.0,73.2,54.6
20121114,65.0,46.0,72.9,54.3
20121115,69.0,44.0,72.6,54.0
20121116,68.0,46.0,72.2,53.7
20121117,70.0,43.0,71.9,53.4
20121118,72.0,45.0,71.6,53.1
20121119,76.0,50.0,71.3,52.7
20121120,80.0,53.0,70.9,52.4
20121121,82.0,54.0,70.6,52.1
20121122,78.0,53.0,70.3,51.8
20121123,78.0,60.0,70.0,51.5
20121124,65.0,47.0,69.7,51.2
20121125,76.0,43.0,69.3,50.9
20121126,84.0,62.0,69.0,50.7
20121127,66.0,50.0,68.7,50.4
20121128,68.0,43.0,68.4,50.1
20121129,70.0,45.0,68.1,49.8
20121130,78.0,61.0,67.8,49.6
20121201,83.0,65.0,67.5,49.3
20121202,84.0,62.0,67.3,49.1
20121203,83.0,68.0,67.0,48.8
20121204,82.0,63.0,66.7,48.6
20121205,67.0,58.0,66.5,48.4
20121206,70.0,58.0,66.2,48.2
20121207,81.0,58.0,66.0,48.0
20121208,83.0,64.0,65.7,47.8
20121209,81.0,62.0,65.5,47.6
20121210,72.0,41.0,65.3,47.4
20121211,56.0,35.0,65.1,47.2
20121212,61.0,37.0,64.9,47.0
20121213,62.0,38.0,64.7,46.9
20121214,70.0,56.0,64.5,46.7
20121215,80.0,69.0,64.3,46.6
20121216,74.0,63.0,64.1,46.4
20121217,72.0,49.0,64.0,46.3
20121218,81.0,47.0,63.8,46.2
20121219,81.0,65.0,63.7,46.0
20121220,75.0,44.0,63.6,45.9
20121221,61.0,34.0,63.5,45.8
20121222,69.0,36.0,63.3,45.7
20121223,76.0,64.0,63.2,45.6
20121224,77.0,61.0,63.2,45.5
20121225,79.0,36.0,63.1,45.5
20121226,49.0,35.0,63.0,45.4
20121227,58.0,36.0,62.9,45.3
20121228,63.0,44.0,62.9,45.2
20121229,49.0,36.0,62.8,45.2
20121230,52.0,35.0,62.8,45.1
20121231,69.0,50.0,62.7,45.1
20130101,69.0,47.0,62.7,45.0
20130102,47.0,43.0,62.7,45.0
20130103,56.0,40.0,62.7,45.0
20130104,50.0,45.0,62.6,44.9
20130105,48.0,44.0,62.6,44.9
20130106,60.0,43.0,62.6,44.9
20130107,56.0,38.0,62.6,44.8
20130108,63.0,52.0,62.6,44.8
20130109,68.0,61.0,62.7,44.8
20130110,70.0,53.0,62.7,44.8
20130111,72.0,47.0,62.7,44.8
20130112,75.0,65.0,62.7,44.8
20130113,73.0,44.0,62.7,44.8
20130114,49.0,42.0,62.8,44.8
20130115,44.0,38.0,62.8,44.9
20130116,53.0,34.0,62.9,44.9
20130117,63.0,31.0,62.9,44.9
20130118,60.0,38.0,62.9,44.9
20130119,67.0,38.0,63.0,45.0
20130120,70.0,44.0,63.0,45.0
20130121,71.0,45.0,63.1,45.1
20130122,70.0,47.0,63.2,45.1
20130123,75.0,47.0,63.2,45.2
20130124,80.0,58.0,63.3,45.3
20130125,79.0,56.0,63.4,45.4
20130126,78.0,61.0,63.4,45.5
20130127,77.0,60.0,63.5,45.5
20130128,79.0,70.0,63.6,45.6
20130129,75.0,61.0,63.7,45.8
20130130,63.0,43.0,63.8,45.9
20130131,67.0,37.0,63.9,46.0
20130201,70.0,47.0,64.0,46.1
20130202,77.0,48.0,64.1,46.2
20130203,71.0,51.0,64.2,46.4
20130204,73.0,56.0,64.3,46.5
20130205,79.0,62.0,64.4,46.7
20130206,67.0,60.0,64.6,46.8
20130207,71.0,55.0,64.7,47.0
20130208,71.0,55.0,64.8,47.2
20130209,70.0,54.0,65.0,47.4
20130210,75.0,60.0,65.1,47.5
20130211,64.0,55.0,65.3,47.7
20130212,66.0,56.0,65.4,47.9
20130213,62.0,47.0,65.6,48.1
20130214,67.0,39.0,65.7,48.3
20130215,69.0,43.0,65.9,48.5
20130216,62.0,40.0,66.1,48.7
20130217,71.0,43.0,66.3,48.9
20130218,74.0,56.0,66.5,49.1
20130219,68.0,51.0,66.7,49.3
20130220,63.0,54.0,66.9,49.5
20130221,77.0,58.0,67.1,49.8
20130222,71.0,56.0,67.3,50.0
20130223,70.0,51.0,67.5,50.2
20130224,67.0,48.0,67.7,50.4
20130225,77.0,50.0,67.9,50.6
20130226,65.0,46.0,68.2,50.8
20130227,73.0,46.0,68.4,51.0
20130228,58.0,45.0,68.6,51.2
20130301,66.0,38.0,68.8,51.4
20130302,58.0,40.0,69.1,51.6
20130303,67.0,35.0,69.3,51.8
20130304,79.0,57.0,69.6,52.0
20130305,70.0,52.0,69.8,52.2
20130306,68.0,43.0,70.0,52.4
20130307,68.0,43.0,70.3,52.6
20130308,70.0,55.0,70.5,52.8
20130309,75.0,62.0,70.8,53.0
20130310,69.0,53.0,71.0,53.2
20130311,63.0,44.0,71.3,53.4
20130312,72.0,39.0,71.5,53.6
20130313,73.0,48.0,71.7,53.8
20130314,73.0,47.0,72.0,53.9
20130315,79.0,49.0,72.2,54.1
20130316,80.0,57.0,72.5,54.3
20130317,80.0,62.0,72.7,54.5
20130318,89.0,69.0,72.9,54.7
20130319,78.0,63.0,73.2,54.9
20130320,77.0,57.0,73.4,55.0
20130321,73.0,54.0,73.6,55.2
20130322,83.0,67.0,73.8,55.4
20130323,73.0,63.0,74.1,55.6
20130324,68.0,49.0,74.3,55.8
20130325,62.0,42.0,74.5,56.0
20130326,64.0,42.0,74.7,56.2
20130327,69.0,40.0,74.9,56.3
20130328,72.0,57.0,75.1,56.5
20130329,76.0,59.0,75.3,56.7
20130330,80.0,64.0,75.5,56.9
20130331,86.0,62.0,75.7,57.1
20130401,79.0,61.0,75.9,57.3
20130402,73.0,63.0,76.1,57.6
20130403,70.0,53.0,76.3,57.8
20130404,58.0,52.0,76.5,58.0
20130405,71.0,47.0,76.7,58.2
20130406,74.0,51.0,76.9,58.4
20130407,78.0,61.0,77.1,58.7
20130408,79.0,66.0,77.3,58.9
20130409,81.0,69.0,77.5,59.2
20130410,81.0,48.0,77.7,59.4
20130411,71.0,44.0,77.9,59.6
20130412,78.0,48.0,78.1,59.9
20130413,75.0,52.0,78.3,60.1
20130414,83.0,58.0,78.5,60.4
20130415,79.0,68.0,78.7,60.7
20130416,81.0,70.0,78.9,60.9
20130417,77.0,72.0,79.1,61.2
20130418,77.0,54.0,79.3,61.5
20130419,68.0,48.0,79.5,61.7
20130420,67.0,43.0,79.7,62.0
20130421,73.0,54.0,79.9,62.3
20130422,78.0,55.0,80.1,62.6
20130423,81.0,58.0,80.3,62.8
20130424,73.0,50.0,80.5,63.1
20130425,74.0,57.0,80.7,63.4
20130426,82.0,67.0,80.9,63.7
20130427,75.0,64.0,81.1,64.0
20130428,80.0,64.0,81.4,64.2
20130429,82.0,64.0,81.6,64.5
20130430,82.0,66.0,81.8,64.8
20130501,83.0,67.0,82.0,65.1
20130502,77.0,52.0,82.3,65.3
20130503,69.0,49.0,82.5,65.6
20130504,80.0,46.0,82.7,65.9
20130505,73.0,55.0,83.0,66.1
20130506,77.0,51.0,83.2,66.4
20130507,85.0,59.0,83.4,66.7
20130508,82.0,61.0,83.7,66.9
20130509,78.0,70.0,83.9,67.2
20130510,78.0,65.0,84.1,67.4
20130511,86.0,63.0,84.4,67.7
20130512,81.0,65.0,84.6,67.9
20130513,80.0,60.0,84.8,68.1
20130514,81.0,60.0,85.1,68.4
20130515,80.0,67.0,85.3,68.6
20130516,83.0,71.0,85.5,68.8
20130517,87.0,73.0,85.7,69.1
20130518,89.0,74.0,85.9,69.3
20130519,88.0,75.0,86.2,69.5
20130520,87.0,77.0,86.4,69.7
20130521,87.0,76.0,86.6,69.9
20130522,89.0,73.0,86.8,70.1
20130523,89.0,73.0,87.0,70.3
20130524,88.0,75.0,87.2,70.5
20130525,86.0,73.0,87.4,70.7
20130526,88.0,75.0,87.5,70.9
20130527,87.0,72.0,87.7,71.1
20130528,87.0,75.0,87.9,71.3
20130529,86.0,76.0,88.1,71.5
20130530,88.0,76.0,88.2,71.7
20130531,91.0,79.0,88.4,71.8
20130601,92.0,78.0,88.6,72.0
20130602,86.0,70.0,88.7,72.2
20130603,91.0,70.0,88.8,72.3
20130604,92.0,71.0,89.0,72.5
20130605,93.0,72.0,89.1,72.7
20130606,95.0,73.0,89.2,72.8
20130607,90.0,71.0,89.4,73.0
20130608,91.0,71.0,89.5,73.1
20130609,89.0,74.0,89.6,73.2
20130610,92.0,71.0,89.7,73.4
20130611,92.0,75.0,89.8,73.5
20130612,93.0,76.0,89.9,73.6
20130613,96.0,77.0,90.0,73.8
20130614,96.0,76.0,90.1,73.9
20130615,93.0,79.0,90.2,74.0
20130616,96.0,75.0,90.3,74.1
20130617,95.0,76.0,90.3,74.2
20130618,95.0,75.0,90.4,74.3
20130619,95.0,76.0,90.5,74.4
20130620,94.0,77.0,90.6,74.5
20130621,95.0,76.0,90.6,74.6
20130622,95.0,76.0,90.7,74.7
20130623,95.0,77.0,90.8,74.8
20130624,94.0,77.0,90.8,74.9
20130625,95.0,79.0,90.9,74.9
20130626,97.0,78.0,91.0,75.0
20130627,98.0,77.0,91.0,75.1
20130628,100.0,76.0,91.1,75.1
20130629,105.0,79.0,91.1,75.2
20130630,99.0,79.0,91.2,75.2
20130701,92.0,75.0,91.2,75.2
20130702,94.0,74.0,91.3,75.3
20130703,94.0,74.0,91.4,75.3
20130704,94.0,73.0,91.4,75.4
20130705,96.0,74.0,91.5,75.4
20130706,94.0,78.0,91.5,75.4
20130707,91.0,79.0,91.6,75.4
20130708,92.0,77.0,91.6,75.4
20130709,96.0,76.0,91.7,75.5
20130710,96.0,77.0,91.8,75.5
20130711,97.0,76.0,91.8,75.5
20130712,97.0,79.0,91.9,75.5
20130713,101.0,77.0,91.9,75.5
20130714,91.0,79.0,92.0,75.5
20130715,90.0,75.0,92.1,75.5
20130716,90.0,75.0,92.1,75.5
20130717,85.0,71.0,92.2,75.5
20130718,93.0,75.0,92.2,75.5
20130719,91.0,76.0,92.3,75.5
20130720,90.0,75.0,92.3,75.5
20130721,88.0,75.0,92.4,75.5
20130722,95.0,78.0,92.5,75.6
20130723,95.0,76.0,92.5,75.6
20130724,96.0,75.0,92.6,75.6
20130725,97.0,76.0,92.6,75.6
20130726,97.0,75.0,92.7,75.6
20130727,95.0,78.0,92.7,75.6
20130728,94.0,78.0,92.8,75.6
20130729,96.0,75.0,92.8,75.6
20130730,96.0,75.0,92.8,75.7
20130731,98.0,74.0,92.9,75.7
20130801,99.0,75.0,92.9,75.7
20130802,96.0,77.0,92.9,75.7
20130803,97.0,76.0,93.0,75.7
20130804,96.0,78.0,93.0,75.7
20130805,100.0,76.0,93.0,75.8
20130806,99.0,75.0,93.0,75.8
20130807,100.0,77.0,93.0,75.8
20130808,97.0,74.0,93.0,75.8
20130809,98.0,75.0,93.0,75.8
20130810,93.0,76.0,93.0,75.9
20130811,93.0,78.0,93.0,75.9
20130812,95.0,77.0,93.0,75.9
20130813,99.0,78.0,93.0,75.9
20130814,99.0,74.0,92.9,75.9
20130815,89.0,76.0,92.9,75.9
20130816,95.0,72.0,92.9,75.9
20130817,93.0,73.0,92.8,75.9
20130818,91.0,72.0,92.7,75.9
20130819,92.0,73.0,92.7,75.9
20130820,87.0,75.0,92.6,75.8
20130821,94.0,75.0,92.5,75.8
20130822,94.0,78.0,92.5,75.8
20130823,96.0,77.0,92.4,75.7
20130824,95.0,79.0,92.3,75.6
20130825,85.0,77.0,92.2,75.6
20130826,84.0,76.0,92.1,75.5
20130827,92.0,75.0,91.9,75.4
20130828,96.0,74.0,91.8,75.3
20130829,98.0,76.0,91.7,75.2
20130830,95.0,78.0,91.5,75.1
20130831,95.0,75.0,91.4,75.0
20130901,96.0,74.0,91.3,74.9
20130902,97.0,76.0,91.1,74.7
20130903,96.0,76.0,90.9,74.6
20130904,92.0,77.0,90.8,74.4
20130905,94.0,78.0,90.6,74.2
20130906,92.0,78.0,90.4,74.1
20130907,91.0,76.0,90.2,73.9
20130908,90.0,76.0,90.0,73.7
20130909,91.0,76.0,89.9,73.5
20130910,90.0,75.0,89.7,73.2
20130911,91.0,76.0,89.5,73.0
20130912,93.0,77.0,89.3,72.8
20130913,95.0,76.0,89.0,72.5
20130914,93.0,76.0,88.8,72.3
20130915,92.0,76.0,88.6,72.0
20130916,93.0,79.0,88.4,71.8
20130917,94.0,77.0,88.2,71.5
20130918,92.0,77.0,88.0,71.3
20130919,90.0,78.0,87.7,71.0
20130920,86.0,74.0,87.5,70.7
20130921,79.0,72.0,87.3,70.4
20130922,85.0,67.0,87.0,70.1
20130923,88.0,70.0,86.8,69.8
20130924,94.0,76.0,86.6,69.5
20130925,95.0,69.0,86.3,69.2
20130926,91.0,69.0,86.1,69.0
20130927,87.0,74.0,85.9,68.7
20130928,88.0,76.0,85.6,68.4
20130929,84.0,77.0,85.4,68.1
20130930,86.0,75.0,85.2,67.8
20131001,86.0,75.0,84.9,67.5
20131002,86.0,75.0,84.7,67.2
20131003,88.0,74.0,84.4,66.9
20131004,89.0,71.0,84.2,66.6
20131005,93.0,68.0,84.0,66.3
20131006,80.0,59.0,83.7,66.0
20131007,81.0,57.0,83.5,65.7
20131008,81.0,56.0,83.2,65.4
20131009,82.0,60.0,83.0,65.1
20131010,86.0,64.0,82.7,64.8
20131011,87.0,68.0,82.5,64.5
20131012,89.0,71.0,82.3,64.2
20131013,77.0,72.0,82.0,64.0
20131014,85.0,71.0,81.8,63.7
20131015,86.0,71.0,81.5,63.4
20131016,78.0,64.0,81.3,63.1
20131017,78.0,62.0,81.0,62.8
20131018,73.0,61.0,80.8,62.5
20131019,72.0,55.0,80.5,62.2
20131020,75.0,50.0,80.2,62.0
20131021,76.0,66.0,80.0,61.7
20131022,77.0,57.0,79.7,61.4
20131023,82.0,52.0,79.5,61.1
20131024,83.0,55.0,79.2,60.8
20131025,74.0,59.0,78.9,60.5
20131026,80.0,57.0,78.7,60.2
20131027,75.0,62.0,78.4,59.9
20131028,82.0,63.0,78.1,59.6
20131029,83.0,69.0,77.8,59.3
20131030,81.0,74.0,77.5,59.0
20131031,79.0,59.0,77.3,58.7
20131101,79.0,55.0,77.0,58.4
20131102,73.0,54.0,76.7,58.1
20131103,69.0,48.0,76.4,57.8
20131104,74.0,55.0,76.1,57.5
20131105,81.0,70.0,75.8,57.2
20131106,83.0,55.0,75.5,56.9
20131107,67.0,48.0,75.1,56.6
20131108,65.0,50.0,74.8,56.2
20131109,70.0,55.0,74.5,55.9
20131110,75.0,56.0,74.2,55.6
20131111,76.0,54.0,73.9,55.3
20131112,74.0,48.0,73.6,55.0
20131113,57.0,37.0,73.2,54.6
20131114,63.0,41.0,72.9,54.3
20131115,77.0,54.0,72.6,54.0
20131116,81.0,63.0,72.2,53.7
20131117,85.0,71.0,71.9,53.4
20131118,78.0,65.0,71.6,53.1
20131119,69.0,56.0,71.3,52.7
20131120,72.0,54.0,70.9,52.4
20131121,81.0,69.0,70.6,52.1
20131122,74.0,45.0,70.3,51.8
20131123,50.0,44.0,70.0,51.5
20131124,50.0,44.0,69.7,51.2
20131125,46.0,39.0,69.3,50.9
20131126,45.0,40.0,69.0,50.7
20131127,51.0,36.0,68.7,50.4
20131128,55.0,34.0,68.4,50.1
20131129,60.0,39.0,68.1,49.8
20131130,69.0,42.0,67.8,49.6
20131201,71.0,50.0,67.5,49.3
20131202,77.0,60.0,67.3,49.1
20131203,80.0,61.0,67.0,48.8
20131204,81.0,64.0,66.7,48.6
20131205,77.0,41.0,66.5,48.4
20131206,43.0,36.0,66.2,48.2
20131207,39.0,35.0,66.0,48.0
20131208,49.0,38.0,65.7,47.8
20131209,49.0,42.0,65.5,47.6
20131210,50.0,34.0,65.3,47.4
20131211,53.0,38.0,65.1,47.2
20131212,55.0,39.0,64.9,47.0
20131213,58.0,44.0,64.7,46.9
20131214,61.0,41.0,64.5,46.7
20131215,57.0,36.0,64.3,46.6
20131216,63.0,32.0,64.1,46.4
20131217,70.0,37.0,64.0,46.3
20131218,69.0,41.0,63.8,46.2
20131219,76.0,55.0,63.7,46.0
20131220,76.0,67.0,63.6,45.9
20131221,76.0,54.0,63.5,45.8
20131222,63.0,39.0,63.3,45.7
20131223,55.0,34.0,63.2,45.6
20131224,55.0,33.0,63.2,45.5
20131225,60.0,39.0,63.1,45.5
20131226,61.0,49.0,63.0,45.4
20131227,57.0,50.0,62.9,45.3
20131228,61.0,43.0,62.9,45.2
20131229,67.0,39.0,62.8,45.2
20131230,55.0,41.0,62.8,45.1
20131231,50.0,41.0,62.7,45.1
20140101,66.0,47.0,62.7,45.0
20140102,59.0,40.0,62.7,45.0
20140103,52.0,34.0,62.7,45.0
20140104,67.0,39.0,62.6,44.9
20140105,65.0,37.0,62.6,44.9
20140106,37.0,28.0,62.6,44.9
20140107,45.0,25.0,62.6,44.8
20140108,57.0,45.0,62.6,44.8
20140109,70.0,55.0,62.7,44.8
20140110,70.0,56.0,62.7,44.8
20140111,75.0,47.0,62.7,44.8
20140112,73.0,40.0,62.7,44.8
20140113,72.0,49.0,62.7,44.8
20140114,71.0,38.0,62.8,44.8
20140115,60.0,40.0,62.8,44.9
20140116,70.0,40.0,62.9,44.9
20140117,64.0,41.0,62.9,44.9
20140118,68.0,36.0,62.9,44.9
20140119,70.0,47.0,63.0,45.0
20140120,77.0,44.0,63.0,45.0
20140121,63.0,42.0,63.1,45.1
20140122,69.0,35.0,63.2,45.1
20140123,61.0,35.0,63.2,45.2
20140124,36.0,29.0,63.3,45.3
20140125,60.0,28.0,63.4,45.4
20140126,71.0,44.0,63.4,45.5
20140127,66.0,50.0,63.5,45.5
20140128,50.0,30.0,63.6,45.6
20140129,42.0,27.0,63.7,45.8
20140130,60.0,26.0,63.8,45.9
20140131,71.0,58.0,63.9,46.0
20140201,74.0,62.0,64.0,46.1
20140202,69.0,41.0,64.1,46.2
20140203,52.0,40.0,64.2,46.4
20140204,52.0,45.0,64.3,46.5
20140205,52.0,39.0,64.4,46.7
20140206,41.0,34.0,64.6,46.8
20140207,40.0,36.0,64.7,47.0
20140208,57.0,40.0,64.8,47.2
20140209,67.0,49.0,65.0,47.4
20140210,63.0,40.0,65.1,47.5
20140211,42.0,35.0,65.3,47.7
20140212,52.0,35.0,65.4,47.9
20140213,62.0,31.0,65.6,48.1
20140214,78.0,42.0,65.7,48.3
20140215,65.0,47.0,65.9,48.5
20140216,76.0,55.0,66.1,48.7
20140217,81.0,65.0,66.3,48.9
20140218,80.0,64.0,66.5,49.1
20140219,77.0,63.0,66.7,49.3
20140220,78.0,59.0,66.9,49.5
20140221,66.0,48.0,67.1,49.8
20140222,69.0,49.0,67.3,50.0
20140223,79.0,61.0,67.5,50.2
20140224,67.0,63.0,67.7,50.4
20140225,79.0,62.0,67.9,50.6
20140226,62.0,40.0,68.2,50.8
20140227,56.0,36.0,68.4,51.0
20140228,71.0,42.0,68.6,51.2
20140301,82.0,64.0,68.8,51.4
20140302,77.0,36.0,69.1,51.6
20140303,46.0,28.0,69.3,51.8
20140304,39.0,32.0,69.6,52.0
20140305,57.0,39.0,69.8,52.2
20140306,61.0,46.0,70.0,52.4
20140307,66.0,40.0,70.3,52.6
20140308,67.0,55.0,70.5,52.8
20140309,60.0,47.0,70.8,53.0
20140310,71.0,49.0,71.0,53.2
20140311,75.0,58.0,71.3,53.4
20140312,69.0,52.0,71.5,53.6
20140313,65.0,44.0,71.7,53.8
20140314,73.0,51.0,72.0,53.9
20140315,70.0,63.0,72.2,54.1
20140316,70.0,46.0,72.5,54.3
20140317,63.0,44.0,72.7,54.5
20140318,75.0,47.0,72.9,54.7
20140319,74.0,59.0,73.2,54.9
20140320,76.0,56.0,73.4,55.0
20140321,76.0,54.0,73.6,55.2
20140322,81.0,66.0,73.8,55.4
20140323,70.0,55.0,74.1,55.6
20140324,61.0,51.0,74.3,55.8
20140325,70.0,49.0,74.5,56.0
20140326,67.0,52.0,74.7,56.2
20140327,71.0,63.0,74.9,56.3
20140328,84.0,62.0,75.1,56.5
20140329,79.0,56.0,75.3,56.7
20140330,71.0,54.0,75.5,56.9
20140331,76.0,55.0,75.7,57.1
20140401,81.0,67.0,75.9,57.3
20140402,80.0,71.0,76.1,57.6
20140403,74.0,71.0,76.3,57.8
20140404,76.0,63.0,76.5,58.0
20140405,73.0,59.0,76.7,58.2
20140406,66.0,55.0,76.9,58.4
20140407,75.0,53.0,77.1,58.7
20140408,74.0,53.0,77.3,58.9
20140409,79.0,47.0,77.5,59.2
20140410,80.0,58.0,77.7,59.4
20140411,80.0,62.0,77.9,59.6
20140412,81.0,65.0,78.1,59.9
20140413,78.0,70.0,78.3,60.1
20140414,77.0,47.0,78.5,60.4
20140415,64.0,43.0,78.7,60.7
20140416,68.0,44.0,78.9,60.9
20140417,70.0,59.0,79.1,61.2
20140418,79.0,58.0,79.3,61.5
20140419,79.0,58.0,79.5,61.7
20140420,79.0,60.0,79.7,62.0
20140421,79.0,60.0,79.9,62.3
20140422,84.0,64.0,80.1,62.6
20140423,83.0,64.0,80.3,62.8
20140424,83.0,68.0,80.5,63.1
20140425,86.0,68.0,80.7,63.4
20140426,83.0,69.0,80.9,63.7
20140427,86.0,74.0,81.1,64.0
20140428,93.0,71.0,81.4,64.2
20140429,87.0,67.0,81.6,64.5
20140430,75.0,59.0,81.8,64.8
20140501,73.0,54.0,82.0,65.1
20140502,80.0,52.0,82.3,65.3
20140503,88.0,55.0,82.5,65.6
20140504,87.0,56.0,82.7,65.9
20140505,83.0,60.0,83.0,66.1
20140506,83.0,65.0,83.2,66.4
20140507,84.0,64.0,83.4,66.7
20140508,79.0,74.0,83.7,66.9
