date,precipitation,precipitation_normal
20001116,38.38,48.70
20001117,39.31,48.83
20001118,41.94,48.96
20001119,42.02,49.10
20001120,42.02,49.24
20001121,42.02,49.38
20001122,42.02,49.52
20001123,42.08,49.66
20001124,42.93,49.80
20001125,42.93,49.93
20001126,42.93,50.07
20001127,42.93,50.20
20001128,42.93,50.34
20001129,43.13,50.48
20001130,43.13,50.62
20001201,43.13,50.76
20001202,43.13,50.90
20001203,43.14,51.04
20001204,43.14,51.18
20001205,43.14,51.31
20001206,43.38,51.44
20001207,43.38,51.58
20001208,43.38,51.72
20001209,43.38,51.86
20001210,43.38,51.99
20001211,43.38,52.12
20001212,43.38,52.25
20001213,44.24,52.38
20001214,44.24,52.51
20001215,44.29,52.64
20001216,44.29,52.78
20001217,44.29,52.91
20001218,44.35,53.03
20001219,44.35,53.15
20001220,44.35,53.27
20001221,44.35,53.40
20001222,44.35,53.52
20001223,44.35,53.65
20001224,44.81,53.78
20001225,44.84,53.91
20001226,45.56,54.04
20001227,45.58,54.16
20001228,45.58,54.29
20001229,45.58,54.41
20001230,45.58,54.53
20001231,45.80,54.65
20010101,0.04,0.11
20010102,0.04,0.22
20010103,0.04,0.34
20010104,0.04,0.47
20010105,0.04,0.59
20010106,0.04,0.71
20010107,0.49,0.83
20010108,0.49,0.95
20010109,0.49,1.07
20010110,1.84,1.19
20010111,1.84,1.31
20010112,1.84,1.44
20010113,1.92,1.56
20010114,1.92,1.69
20010115,1.92,1.81
20010116,3.23,1.94
20010117,3.46,2.07
20010118,3.69,2.19
20010119,3.78,2.32
20010120,3.78,2.45
20010121,3.88,2.58
20010122,3.88,2.71
20010123,3.88,2.84
20010124,3.98,2.96
20010125,3.98,3.09
20010126,3.98,3.22
20010127,3.98,3.35
20010128,3.98,3.48
20010129,4.55,3.61
20010130,4.55,3.74
20010131,4.55,3.87
20010201,4.56,4.00
20010202,4.56,4.12
20010203,4.56,4.23
20010204,4.56,4.35
20010205,4.56,4.45
20010206,4.56,4.57
20010207,4.56,4.69
20010208,4.56,4.80
20010209,4.62,4.92
20010210,4.62,5.04
20010211,4.62,5.15
20010212,4.63,5.27
20010213,4.63,5.38
20010214,4.63,5.50
20010215,4.63,5.62
20010216,4.78,5.74
20010217,4.78,5.87
20010218,4.78,5.99
20010219,4.78,6.10
20010220,4.78,6.21
20010221,4.78,6.32
20010222,4.78,6.44
20010223,4.78,6.55
20010224,4.79,6.66
20010225,4.79,6.76
20010226,5.02,6.87
20010227,5.02,6.97
20010228,5.04,7.08
20010301,5.38,7.19
20010302,5.83,7.30
20010303,6.32,7.41
20010304,6.32,7.52
20010305,6.32,7.64
20010306,6.32,7.75
20010307,6.32,7.86
20010308,7.29,7.96
20010309,7.29,8.07
20010310,7.29,8.17
20010311,7.31,8.27
20010312,7.44,8.36
20010313,7.44,8.46
20010314,8.70,8.55
20010315,8.70,8.65
20010316,8.70,8.75
20010317,8.70,8.84
20010318,8.72,8.94
20010319,8.72,9.03
20010320,8.72,9.12
20010321,8.72,9.22
20010322,8.72,9.33
20010323,8.72,9.44
20010324,9.00,9.54
20010325,9.00,9.66
20010326,9.00,9.77
20010327,10.42,9.88
20010328,11.46,9.99
20010329,11.52,10.09
20010330,11.52,10.18
20010331,11.52,10.28
20010401,11.52,10.37
20010402,11.52,10.46
20010403,11.52,10.55
20010404,11.52,10.65
20010405,11.52,10.75
20010406,11.52,10.85
20010407,11.52,10.95
20010408,11.52,11.05
20010409,11.52,11.15
20010410,11.52,11.25
20010411,11.55,11.36
20010412,11.56,11.47
20010413,11.61,11.58
20010414,11.61,11.68
20010415,11.61,11.78
20010416,11.69,11.89
20010417,11.72,12.00
20010418,11.72,12.11
20010419,11.72,12.23
20010420,11.72,12.34
20010421,11.72,12.45
20010422,11.72,12.56
20010423,11.86,12.67
20010424,11.98,12.79
20010425,11.98,12.90
20010426,11.98,13.02
20010427,11.98,13.14
20010428,11.98,13.27
20010429,11.98,13.40
20010430,11.98,13.53
20010501,11.98,13.67
20010502,11.98,13.81
20010503,11.98,13.95
20010504,11.98,14.09
20010505,12.15,14.24
20010506,12.32,14.38
20010507,12.78,14.53
20010508,12.78,14.68
20010509,12.78,14.83
20010510,12.78,14.96
20010511,12.78,15.10
20010512,12.93,15.24
20010513,12.93,15.37
20010514,12.93,15.51
20010515,12.93,15.66
20010516,12.93,15.80
20010517,12.93,15.95
20010518,12.93,16.09
20010519,12.93,16.23
20010520,12.93,16.38
20010521,12.93,16.54
20010522,12.93,16.71
20010523,12.93,16.87
20010524,12.93,17.04
20010525,12.98,17.22
20010526,13.42,17.40
20010527,13.42,17.58
20010528,13.42,17.76
20010529,13.42,17.94
20010530,13.42,18.11
20010531,15.30,18.28
20010601,16.98,18.47
20010602,16.98,18.67
20010603,17.02,18.87
20010604,17.12,19.07
20010605,25.65,19.29
20010606,25.66,19.52
20010607,26.29,19.74
20010608,31.32,19.98
20010609,37.81,20.21
20010610,37.96,20.46
20010611,37.96,20.71
20010612,37.96,20.98
20010613,37.96,21.25
20010614,37.96,21.51
20010615,37.97,21.77
20010616,37.97,22.03
20010617,37.97,22.29
20010618,37.97,22.55
20010619,37.97,22.81
20010620,37.97,23.05
20010621,37.97,23.29
20010622,38.46,23.53
20010623,38.46,23.77
20010624,38.46,24.01
20010625,38.46,24.24
20010626,38.46,24.47
20010627,38.46,24.69
20010628,38.46,24.92
20010629,38.50,25.15
20010630,38.50,25.38
20010701,38.98,25.58
20010702,38.98,25.78
20010703,38.98,25.98
20010704,38.98,26.17
20010705,38.98,26.36
20010706,38.98,26.54
20010707,39.06,26.72
20010708,39.06,26.90
20010709,39.06,27.08
20010710,39.06,27.24
20010711,39.06,27.39
20010712,39.06,27.54
20010713,39.06,27.69
20010714,39.06,27.84
20010715,39.06,27.99
20010716,39.10,28.13
20010717,39.10,28.26
20010718,40.04,28.40
20010719,40.04,28.54
20010720,40.04,28.68
20010721,40.04,28.81
20010722,40.04,28.93
20010723,40.04,29.06
20010724,40.04,29.18
20010725,40.04,29.30
20010726,40.04,29.43
20010727,41.20,29.56
20010728,41.27,29.68
20010729,41.38,29.80
20010730,41.51,29.92
20010731,41.51,30.04
20010801,41.51,30.18
20010802,41.89,30.32
20010803,41.89,30.45
20010804,41.89,30.58
20010805,41.89,30.72
20010806,42.67,30.86
20010807,42.70,31.00
20010808,42.70,31.15
20010809,42.70,31.30
20010810,42.70,31.45
20010811,42.70,31.59
20010812,42.70,31.72
20010813,42.70,31.86
20010814,42.80,32.00
20010815,42.80,32.14
20010816,42.80,32.29
20010817,42.80,32.45
20010818,42.80,32.62
20010819,42.80,32.79
20010820,42.80,32.97
20010821,42.80,33.16
20010822,42.80,33.34
20010823,42.80,33.53
20010824,42.80,33.73
20010825,42.80,33.92
20010826,42.95,34.11
20010827,43.36,34.31
20010828,43.72,34.50
20010829,45.35,34.69
20010830,48.45,34.89
20010831,53.54,35.10
20010901,56.41,35.29
20010902,57.04,35.48
20010903,57.23,35.67
20010904,58.28,35.86
20010905,58.55,36.05
20010906,58.56,36.23
20010907,58.56,36.43
20010908,58.56,36.63
20010909,58.96,36.83
20010910,58.96,37.04
20010911,58.96,37.25
20010912,58.96,37.46
20010913,58.96,37.66
20010914,58.96,37.85
20010915,58.96,38.03
20010916,58.96,38.20
20010917,58.96,38.36
20010918,58.96,38.51
20010919,58.96,38.66
20010920,58.97,38.81
20010921,60.47,38.97
20010922,61.37,39.11
20010923,62.35,39.26
20010924,62.35,39.41
20010925,62.35,39.57
20010926,62.35,39.72
20010927,62.35,39.88
20010928,62.35,40.02
20010929,62.35,40.17
20010930,62.35,40.31
20011001,62.35,40.47
20011002,62.35,40.63
20011003,62.35,40.82
20011004,62.73,41.00
20011005,64.15,41.18
20011006,64.18,41.36
20011007,64.18,41.53
20011008,64.18,41.71
20011009,64.71,41.88
20011010,64.79,42.06
20011011,66.54,42.25
20011012,66.60,42.44
20011013,68.51,42.63
20011014,68.51,42.82
20011015,68.51,43.02
20011016,68.51,43.22
20011017,68.51,43.43
20011018,68.51,43.64
20011019,68.51,43.87
20011020,68.51,44.09
20011021,68.51,44.31
20011022,68.51,44.53
20011023,68.51,44.74
20011024,68.51,44.94
20011025,68.51,45.15
20011026,68.51,45.35
20011027,68.51,45.54
20011028,68.51,45.74
20011029,68.51,45.94
20011030,68.51,46.12
20011031,68.51,46.30
20011101,68.51,46.45
20011102,68.51,46.60
20011103,68.51,46.75
20011104,68.51,46.91
20011105,68.51,47.06
20011106,68.51,47.21
20011107,68.51,47.37
20011108,68.63,47.51
20011109,68.63,47.67
20011110,68.63,47.82
20011111,68.63,47.97
20011112,68.95,48.12
20011113,68.96,48.27
20011114,68.96,48.42
20011115,69.06,48.56
20011116,69.29,48.70
20011117,69.29,48.83
20011118,69.29,48.96
20011119,69.29,49.10
20011120,69.29,49.24
20011121,69.29,49.38
20011122,69.36,49.52
20011123,69.36,49.66
20011124,69.36,49.80
20011125,69.36,49.93
20011126,69.41,50.07
20011127,72.46,50.20
20011128,73.73,50.34
20011129,74.30,50.48
20011130,74.30,50.62
20011201,74.34,50.76
20011202,75.40,50.90
20011203,75.40,51.04
20011204,75.40,51.18
20011205,75.40,51.31
20011206,75.77,51.44
20011207,75.79,51.58
20011208,76.02,51.72
20011209,76.02,51.86
20011210,76.02,51.99
20011211,77.05,52.12
20011212,77.72,52.25
20011213,79.49,52.38
20011214,79.49,52.51
20011215,79.49,52.64
20011216,81.14,52.78
20011217,81.14,52.91
20011218,81.14,53.03
20011219,81.14,53.15
20011220,81.14,53.27
20011221,81.14,53.40
20011222,81.52,53.52
20011223,81.52,53.65
20011224,81.52,53.78
20011225,81.52,53.91
20011226,81.52,54.04
20011227,81.52,54.16
20011228,81.59,54.29
20011229,81.59,54.41
20011230,81.59,54.53
20011231,81.68,54.65
20020101,0.02,0.11
20020102,0.02,0.22
20020103,0.02,0.34
20020104,0.02,0.47
20020105,1.28,0.59
20020106,1.28,0.71
20020107,1.28,0.83
20020108,1.28,0.95
20020109,1.28,1.07
20020110,1.28,1.19
20020111,1.28,1.31
20020112,1.28,1.44
20020113,1.28,1.56
20020114,1.28,1.69
20020115,1.28,1.81
20020116,1.28,1.94
20020117,1.28,2.07
20020118,1.30,2.19
20020119,1.31,2.32
20020120,1.31,2.45
20020121,1.31,2.58
20020122,1.31,2.71
20020123,1.35,2.84
20020124,1.40,2.96
20020125,1.40,3.09
20020126,1.40,3.22
20020127,1.40,3.35
20020128,1.41,3.48
20020129,1.41,3.61
20020130,1.41,3.74
20020131,2.05,3.87
20020201,2.05,4.00
20020202,2.05,4.12
20020203,2.05,4.23
20020204,2.07,4.35
20020205,2.21,4.45
20020206,2.30,4.57
20020207,2.30,4.69
20020208,2.30,4.80
20020209,2.30,4.92
20020210,2.30,5.04
20020211,2.30,5.15
20020212,2.30,5.27
20020213,2.30,5.38
20020214,2.30,5.50
20020215,2.30,5.62
20020216,2.30,5.74
20020217,2.30,5.87
20020218,2.30,5.99
20020219,2.75,6.10
20020220,2.75,6.21
20020221,3.31,6.32
20020222,3.31,6.44
20020223,3.31,6.55
20020224,3.31,6.66
20020225,3.31,6.76
20020226,3.31,6.87
20020227,3.31,6.97
20020228,3.31,7.08
20020301,5.48,7.19
20020302,5.49,7.30
20020303,5.49,7.41
20020304,5.49,7.52
20020305,5.49,7.64
20020306,5.49,7.75
20020307,5.49,7.86
20020308,5.49,7.96
20020309,5.49,8.07
20020310,5.57,8.17
20020311,5.61,8.27
20020312,5.61,8.36
20020313,5.61,8.46
20020314,5.61,8.55
20020315,5.61,8.65
20020316,5.61,8.75
20020317,5.62,8.84
20020318,5.62,8.94
20020319,5.62,9.03
20020320,5.73,9.12
20020321,5.73,9.22
20020322,5.73,9.33
20020323,5.73,9.44
20020324,5.73,9.54
20020325,6.04,9.66
20020326,6.05,9.77
20020327,6.05,9.88
20020328,6.05,9.99
20020329,6.05,10.09
20020330,6.81,10.18
20020331,6.81,10.28
20020401,6.81,10.37
20020402,6.81,10.46
20020403,6.81,10.55
20020404,6.81,10.65
20020405,6.81,10.75
20020406,6.81,10.85
20020407,6.82,10.95
20020408,12.20,11.05
20020409,12.20,11.15
20020410,12.20,11.25
20020411,12.20,11.36
20020412,12.20,11.47
20020413,12.20,11.58
20020414,12.20,11.68
20020415,12.20,11.78
20020416,12.20,11.89
20020417,12.20,12.00
20020418,12.20,12.11
20020419,12.20,12.23
20020420,12.20,12.34
20020421,12.20,12.45
20020422,12.20,12.56
20020423,12.20,12.67
20020424,12.20,12.79
20020425,12.20,12.90
20020426,12.20,13.02
20020427,12.20,13.14
20020428,12.20,13.27
20020429,12.20,13.40
20020430,12.20,13.53
20020501,12.20,13.67
20020502,12.20,13.81
20020503,12.20,13.95
20020504,12.20,14.09
20020505,12.20,14.24
20020506,12.20,14.38
20020507,12.20,14.53
20020508,12.20,14.68
20020509,12.20,14.83
20020510,12.20,14.96
20020511,12.20,15.10
20020512,12.20,15.24
20020513,12.36,15.37
20020514,12.36,15.51
20020515,12.36,15.66
20020516,12.36,15.80
20020517,15.64,15.95
20020518,15.64,16.09
20020519,15.64,16.23
20020520,15.64,16.38
20020521,15.64,16.54
20020522,15.64,16.71
20020523,15.64,16.87
20020524,15.64,17.04
20020525,15.64,17.22
20020526,16.49,17.40
20020527,16.49,17.58
20020528,16.58,17.76
20020529,16.61,17.94
20020530,17.00,18.11
20020531,17.00,18.28
20020601,17.00,18.47
20020602,17.00,18.67
20020603,17.15,18.87
20020604,17.15,19.07
20020605,17.15,19.29
20020606,17.69,19.52
20020607,17.69,19.74
20020608,17.69,19.98
20020609,17.69,20.21
20020610,17.69,20.46
20020611,17.69,20.71
20020612,17.69,20.98
20020613,17.69,21.25
20020614,17.69,21.51
20020615,17.69,21.77
20020616,18.46,22.03
20020617,18.46,22.29
20020618,18.46,22.55
20020619,18.53,22.81
20020620,18.54,23.05
20020621,18.54,23.29
20020622,18.54,23.53
20020623,18.54,23.77
20020624,18.54,24.01
20020625,18.66,24.24
20020626,18.69,24.47
20020627,18.69,24.69
20020628,18.89,24.92
20020629,20.66,25.15
20020630,20.66,25.38
20020701,20.66,25.58
20020702,20.66,25.78
20020703,20.66,25.98
20020704,20.66,26.17
20020705,20.66,26.36
20020706,20.66,26.54
20020707,20.66,26.72
20020708,20.66,26.90
20020709,20.92,27.08
20020710,21.07,27.24
20020711,22.89,27.39
20020712,22.89,27.54
20020713,25.18,27.69
20020714,26.09,27.84
20020715,27.27,27.99
20020716,28.46,28.13
20020717,28.46,28.26
20020718,28.49,28.40
20020719,28.63,28.54
20020720,28.63,28.68
20020721,28.63,28.81
20020722,28.63,28.93
20020723,28.63,29.06
20020724,28.63,29.18
20020725,28.63,29.30
20020726,28.74,29.43
20020727,28.74,29.56
20020728,29.21,29.68
20020729,29.21,29.80
20020730,29.21,29.92
20020731,29.21,30.04
20020801,29.21,30.18
20020802,29.21,30.32
20020803,29.57,30.45
20020804,29.61,30.58
20020805,29.61,30.72
20020806,29.61,30.86
20020807,29.66,31.00
20020808,29.66,31.15
20020809,29.66,31.30
20020810,29.66,31.45
20020811,29.66,31.59
20020812,29.72,31.72
20020813,31.14,31.86
20020814,31.51,32.00
20020815,37.03,32.14
20020816,37.26,32.29
20020817,37.27,32.45
20020818,37.27,32.62
20020819,37.27,32.79
20020820,37.27,32.97
20020821,37.28,33.16
20020822,37.28,33.34
20020823,37.36,33.53
20020824,37.37,33.73
20020825,37.37,33.92
20020826,37.38,34.11
20020827,37.60,34.31
20020828,37.60,34.50
20020829,37.60,34.69
20020830,37.60,34.89
20020831,37.60,35.10
20020901,37.60,35.29
20020902,37.60,35.48
20020903,38.00,35.67
20020904,38.00,35.86
20020905,38.01,36.05
20020906,38.81,36.23
20020907,39.25,36.43
20020908,39.67,36.63
20020909,40.00,36.83
20020910,40.00,37.04
20020911,40.00,37.25
20020912,40.00,37.46
20020913,40.00,37.66
20020914,40.00,37.85
20020915,40.44,38.03
20020916,40.53,38.20
20020917,40.54,38.36
20020918,40.55,38.51
20020919,40.90,38.66
20020920,41.13,38.81
20020921,41.13,38.97
20020922,41.13,39.11
20020923,41.13,39.26
20020924,41.13,39.41
20020925,41.13,39.57
20020926,41.13,39.72
20020927,41.13,39.88
20020928,41.13,40.02
20020929,41.13,40.17
20020930,41.13,40.31
20021001,41.13,40.47
20021002,41.13,40.63
20021003,41.13,40.82
20021004,41.13,41.00
20021005,41.13,41.18
20021006,41.14,41.36
20021007,41.30,41.53
20021008,41.64,41.71
20021009,42.28,41.88
20021010,42.28,42.06
20021011,42.28,42.25
20021012,42.28,42.44
20021013,42.28,42.63
20021014,42.35,42.82
20021015,42.35,43.02
20021016,42.35,43.22
20021017,42.35,43.43
20021018,42.35,43.64
20021019,42.82,43.87
20021020,42.82,44.09
20021021,44.20,44.31
20021022,44.70,44.53
20021023,45.13,44.74
20021024,47.97,44.94
20021025,48.64,45.15
20021026,49.11,45.35
20021027,49.78,45.54
20021028,51.09,45.74
20021029,51.12,45.94
20021030,51.12,46.12
20021031,51.12,46.30
20021101,51.12,46.45
20021102,51.26,46.60
20021103,52.48,46.75
20021104,53.15,46.91
20021105,53.38,47.06
20021106,53.38,47.21
20021107,53.38,47.37
20021108,53.38,47.51
20021109,53.38,47.67
20021110,53.38,47.82
20021111,53.38,47.97
20021112,53.38,48.12
20021113,53.38,48.27
20021114,53.38,48.42
20021115,53.78,48.56
20021116,53.78,48.70
20021117,53.78,48.83
20021118,53.78,48.96
20021119,53.78,49.10
20021120,53.78,49.24
20021121,53.78,49.38
20021122,53.78,49.52
20021123,53.78,49.66
20021124,53.78,49.80
20021125,53.79,49.93
20021126,53.98,50.07
20021127,54.01,50.20
20021128,54.01,50.34
20021129,54.01,50.48
20021130,54.01,50.62
20021201,54.01,50.76
20021202,54.01,50.90
20021203,54.70,51.04
20021204,55.02,51.18
20021205,55.02,51.31
20021206,55.02,51.44
20021207,55.02,51.58
20021208,55.11,51.72
20021209,55.89,51.86
20021210,55.89,51.99
20021211,55.89,52.12
20021212,57.22,52.25
20021213,57.22,52.38
20021214,57.22,52.51
20021215,57.22,52.64
20021216,57.22,52.78
20021217,57.22,52.91
20021218,57.22,53.03
20021219,57.24,53.15
20021220,57.24,53.27
20021221,57.24,53.40
20021222,57.24,53.52
20021223,57.63,53.65
20021224,57.63,53.78
20021225,57.63,53.91
20021226,57.63,54.04
20021227,57.63,54.16
20021228,57.63,54.29
20021229,57.64,54.41
20021230,58.84,54.53
20021231,58.85,54.65
20030101,0.00,0.11
20030102,0.00,0.22
20030103,0.00,0.34
20030104,0.00,0.47
20030105,0.00,0.59
20030106,0.00,0.71
20030107,0.00,0.83
20030108,0.00,0.95
20030109,0.00,1.07
20030110,0.00,1.19
20030111,0.19,1.31
20030112,0.76,1.44
20030113,0.76,1.56
20030114,0.76,1.69
20030115,0.76,1.81
20030116,0.76,1.94
20030117,0.76,2.07
20030118,0.76,2.19
20030119,0.76,2.32
20030120,0.76,2.45
20030121,0.76,2.58
20030122,0.76,2.71
20030123,0.76,2.84
20030124,0.76,2.96
20030125,0.77,3.09
20030126,1.53,3.22
20030127,1.53,3.35
20030128,1.57,3.48
20030129,1.80,3.61
20030130,1.80,3.74
20030131,1.80,3.87
20030201,1.80,4.00
20030202,1.80,4.12
20030203,1.80,4.23
20030204,1.80,4.35
20030205,1.80,4.45
20030206,2.60,4.57
20030207,2.60,4.69
20030208,2.63,4.80
20030209,2.75,4.92
20030210,2.75,5.04
20030211,2.75,5.15
20030212,2.75,5.27
20030213,2.76,5.38
20030214,2.81,5.50
20030215,3.27,5.62
20030216,3.27,5.74
20030217,3.27,5.87
20030218,3.27,5.99
20030219,3.28,6.10
20030220,4.17,6.21
20030221,4.31,6.32
20030222,4.31,6.44
20030223,4.31,6.55
20030224,4.31,6.66
20030225,4.54,6.76
20030226,4.60,6.87
20030227,4.60,6.97
20030228,4.60,7.08
20030301,4.61,7.19
20030302,4.61,7.30
20030303,5.33,7.41
20030304,5.33,7.52
20030305,5.38,7.64
20030306,5.39,7.75
20030307,5.39,7.86
20030308,5.39,7.96
20030309,5.39,8.07
20030310,5.39,8.17
20030311,5.39,8.27
20030312,5.39,8.36
20030313,5.41,8.46
20030314,5.41,8.55
20030315,5.41,8.65
20030316,5.42,8.75
20030317,5.43,8.84
20030318,5.53,8.94
20030319,5.53,9.03
20030320,5.53,9.12
20030321,5.53,9.22
20030322,5.56,9.33
20030323,5.56,9.44
20030324,5.56,9.54
20030325,5.56,9.66
20030326,5.85,9.77
20030327,5.85,9.88
20030328,5.87,9.99
20030329,5.87,10.09
20030330,5.87,10.18
20030331,5.87,10.28
20030401,5.87,10.37
20030402,5.87,10.46
20030403,5.87,10.55
20030404,5.89,10.65
20030405,5.89,10.75
20030406,5.90,10.85
20030407,7.45,10.95
20030408,7.45,11.05
20030409,7.45,11.15
20030410,7.45,11.25
20030411,7.45,11.36
20030412,7.45,11.47
20030413,7.45,11.58
20030414,7.45,11.68
20030415,7.45,11.78
20030416,7.45,11.89
20030417,7.45,12.00
20030418,7.45,12.11
20030419,7.45,12.23
20030420,7.48,12.34
20030421,7.48,12.45
20030422,7.48,12.56
20030423,7.48,12.67
20030424,7.48,12.79
20030425,7.48,12.90
20030426,7.48,13.02
20030427,7.48,13.14
20030428,7.48,13.27
20030429,7.51,13.40
20030430,7.51,13.53
20030501,7.51,13.67
20030502,7.51,13.81
20030503,7.51,13.95
20030504,7.51,14.09
20030505,7.51,14.24
20030506,7.51,14.38
20030507,7.51,14.53
20030508,7.51,14.68
20030509,7.51,14.83
20030510,7.51,14.96
20030511,7.51,15.10
20030512,7.51,15.24
20030513,7.51,15.37
20030514,7.51,15.51
20030515,7.51,15.66
20030516,7.51,15.80
20030517,7.51,15.95
20030518,7.51,16.09
20030519,7.51,16.23
20030520,7.51,16.38
20030521,7.51,16.54
20030522,7.51,16.71
20030523,7.51,16.87
20030524,7.51,17.04
20030525,7.51,17.22
20030526,7.51,17.40
20030527,7.51,17.58
20030528,7.51,17.76
20030529,7.51,17.94
20030530,7.51,18.11
20030531,7.51,18.28
20030601,7.51,18.47
20030602,7.51,18.67
20030603,7.51,18.87
20030604,9.55,19.07
20030605,10.13,19.29
20030606,10.13,19.52
20030607,10.13,19.74
20030608,10.13,19.98
20030609,10.13,20.21
20030610,10.13,20.46
20030611,10.13,20.71
20030612,10.14,20.98
20030613,10.56,21.25
20030614,10.92,21.51
20030615,11.46,21.77
20030616,13.43,22.03
20030617,13.48,22.29
20030618,13.48,22.55
20030619,13.48,22.81
20030620,13.48,23.05
20030621,13.48,23.29
20030622,13.48,23.53
20030623,13.48,23.77
20030624,14.45,24.01
20030625,14.51,24.24
20030626,14.57,24.47
20030627,14.58,24.69
20030628,14.58,24.92
20030629,14.58,25.15
20030630,14.59,25.38
20030701,15.37,25.58
20030702,15.37,25.78
20030703,16.12,25.98
20030704,16.25,26.17
20030705,16.57,26.36
20030706,16.57,26.54
20030707,17.25,26.72
20030708,17.29,26.90
20030709,18.18,27.08
20030710,18.53,27.24
20030711,18.54,27.39
20030712,18.54,27.54
20030713,18.54,27.69
20030714,18.54,27.84
20030715,19.64,27.99
20030716,19.66,28.13
20030717,19.66,28.26
20030718,20.29,28.40
20030719,20.29,28.54
20030720,20.29,28.68
20030721,20.29,28.81
20030722,20.29,28.93
20030723,20.29,29.06
20030724,20.29,29.18
20030725,20.29,29.30
20030726,20.29,29.43
20030727,20.29,29.56
20030728,20.29,29.68
20030729,20.29,29.80
20030730,20.29,29.92
20030731,20.29,30.04
20030801,20.29,30.18
20030802,20.29,30.32
20030803,20.29,30.45
20030804,20.29,30.58
20030805,20.29,30.72
20030806,20.29,30.86
20030807,20.29,31.00
20030808,20.54,31.15
20030809,20.59,31.30
20030810,20.65,31.45
20030811,20.77,31.59
20030812,21.00,31.72
20030813,21.02,31.86
20030814,21.13,32.00
20030815,21.13,32.14
20030816,21.13,32.29
20030817,21.13,32.45
20030818,21.13,32.62
20030819,21.13,32.79
20030820,21.13,32.97
20030821,23.18,33.16
20030822,23.18,33.34
20030823,23.18,33.53
20030824,23.18,33.73
20030825,23.18,33.92
20030826,23.18,34.11
20030827,23.18,34.31
20030828,23.18,34.50
20030829,23.18,34.69
20030830,24.26,34.89
20030831,25.90,35.10
20030901,26.35,35.29
20030902,26.43,35.48
20030903,28.23,35.67
20030904,29.99,35.86
20030905,29.99,36.05
20030906,29.99,36.23
20030907,29.99,36.43
20030908,29.99,36.63
20030909,29.99,36.83
20030910,30.01,37.04
20030911,31.45,37.25
20030912,32.39,37.46
20030913,32.39,37.66
20030914,32.55,37.85
20030915,32.55,38.03
20030916,32.55,38.20
20030917,32.55,38.36
20030918,32.55,38.51
20030919,32.55,38.66
20030920,32.79,38.81
20030921,34.67,38.97
20030922,34.67,39.11
20030923,34.67,39.26
20030924,34.67,39.41
20030925,34.67,39.57
20030926,34.69,39.72
20030927,34.69,39.88
20030928,34.69,40.02
20030929,34.69,40.17
20030930,34.69,40.31
20031001,34.69,40.47
20031002,34.69,40.63
20031003,34.69,40.82
20031004,34.69,41.00
20031005,34.69,41.18
20031006,35.27,41.36
20031007,35.27,41.53
20031008,35.27,41.71
20031009,38.43,41.88
20031010,38.43,42.06
20031011,38.43,42.25
20031012,38.43,42.44
20031013,38.43,42.63
20031014,38.43,42.82
20031015,38.43,43.02
20031016,38.43,43.22
20031017,38.43,43.43
20031018,38.43,43.64
20031019,38.43,43.87
20031020,38.43,44.09
20031021,38.43,44.31
20031022,38.43,44.53
20031023,38.43,44.74
20031024,38.43,44.94
20031025,38.90,45.15
20031026,39.15,45.35
20031027,39.15,45.54
20031028,39.15,45.74
20031029,39.15,45.94
20031030,39.15,46.12
20031031,39.15,46.30
20031101,39.15,46.45
20031102,39.15,46.60
20031103,39.15,46.75
20031104,39.15,46.91
20031105,39.15,47.06
20031106,39.15,47.21
20031107,39.15,47.37
20031108,39.15,47.51
20031109,39.15,47.67
20031110,39.15,47.82
20031111,39.15,47.97
20031112,39.15,48.12
20031113,39.15,48.27
20031114,39.15,48.42
20031115,39.74,48.56
20031116,39.87,48.70
20031117,41.24,48.83
20031118,41.50,48.96
20031119,41.50,49.10
20031120,41.50,49.24
20031121,41.50,49.38
20031122,41.50,49.52
20031123,42.07,49.66
20031124,42.07,49.80
20031125,42.07,49.93
20031126,42.08,50.07
20031127,42.09,50.20
20031128,42.09,50.34
20031129,42.09,50.48
20031130,42.09,50.62
20031201,42.09,50.76
20031202,42.09,50.90
20031203,42.09,51.04
20031204,42.09,51.18
20031205,42.09,51.31
20031206,42.09,51.44
20031207,42.09,51.58
20031208,42.09,51.72
20031209,42.61,51.86
20031210,42.61,51.99
20031211,42.61,52.12
20031212,44.10,52.25
20031213,44.11,52.38
20031214,44.11,52.51
20031215,44.11,52.64
20031216,44.11,52.78
20031217,44.11,52.91
20031218,44.11,53.03
20031219,44.11,53.15
20031220,44.11,53.27
20031221,44.11,53.40
20031222,44.11,53.52
20031223,44.25,53.65
20031224,44.25,53.78
20031225,44.25,53.91
20031226,44.25,54.04
20031227,44.25,54.16
20031228,44.97,54.29
20031229,45.11,54.41
20031230,45.11,54.53
20031231,45.15,54.65
20040101,T,0.11
20040102,T,0.22
20040103,T,0.34
20040104,T,0.47
20040105,T,0.59
20040106,T,0.71
20040107,0.05,0.83
20040108,0.95,0.95
20040109,0.95,1.07
20040110,0.95,1.19
20040111,0.95,1.31
20040112,0.95,1.44
20040113,0.95,1.56
20040114,0.96,1.69
20040115,1.03,1.81
20040116,1.75,1.94
20040117,2.33,2.07
20040118,2.33,2.19
20040119,2.33,2.32
20040120,2.33,2.45
20040121,2.33,2.58
20040122,2.33,2.71
20040123,2.33,2.84
20040124,2.72,2.96
20040125,3.31,3.09
