date,precipitation,precipitation_normal
19300801,3.00,30.18
19300802,3.09,30.32
19300803,3.09,30.45
19300804,3.11,30.58
19300805,3.23,30.72
19300806,3.23,30.86
19300807,3.23,31.00
19300808,3.23,31.15
19300809,3.23,31.30
19300810,3.23,31.45
19300811,3.23,31.59
19300812,3.23,31.72
19300813,3.23,31.86
19300814,3.23,32.00
19300815,3.23,32.14
19300816,3.23,32.29
19300817,3.23,32.45
19300818,3.23,32.62
19300819,3.23,32.79
19300820,3.26,32.97
19300821,3.26,33.16
19300822,3.26,33.34
19300823,3.26,33.53
19300824,3.26,33.73
19300825,3.33,33.92
19300826,3.33,34.11
19300827,3.33,34.31
19300828,3.33,34.50
19300829,4.95,34.69
19300830,5.10,34.89
19300831,5.63,35.10
19300901,5.63,35.29
19300902,5.63,35.48
19300903,5.75,35.67
19300904,5.75,35.86
19300905,5.75,36.05
19300906,5.75,36.23
19300907,6.27,36.43
19300908,6.27,36.63
19300909,6.27,36.83
19300910,6.34,37.04
19300911,6.34,37.25
19300912,6.34,37.46
19300913,6.34,37.66
19300914,6.34,37.85
19300915,6.45,38.03
19300916,6.45,38.20
19300917,6.45,38.36
19300918,6.45,38.51
19300919,6.45,38.66
19300920,6.45,38.81
19300921,6.45,38.97
19300922,6.68,39.11
19300923,7.31,39.26
19300924,7.60,39.41
19300925,7.60,39.57
19300926,8.25,39.72
19300927,8.25,39.88
19300928,8.25,40.02
19300929,8.25,40.17
19300930,8.25,40.31
19301001,8.25,40.47
19301002,8.25,40.63
19301003,8.25,40.82
19301004,8.29,41.00
19301005,8.52,41.18
19301006,9.06,41.36
19301007,11.81,41.53
19301008,11.81,41.71
19301009,11.81,41.88
19301010,11.81,42.06
19301011,11.81,42.25
19301012,11.86,42.44
19301013,11.86,42.63
19301014,11.86,42.82
19301015,11.86,43.02
19301016,11.86,43.22
19301017,11.86,43.43
19301018,11.86,43.64
19301019,11.86,43.87
19301020,11.86,44.09
19301021,11.86,44.31
19301022,11.86,44.53
19301023,11.96,44.74
19301024,11.96,44.94
19301025,11.96,45.15
19301026,11.96,45.35
19301027,13.35,45.54
19301028,13.37,45.74
19301029,13.38,45.94
19301030,13.38,46.12
19301031,13.38,46.30
19301101,13.38,46.45
19301102,13.38,46.60
19301103,13.38,46.75
19301104,13.38,46.91
19301105,13.38,47.06
19301106,13.38,47.21
19301107,13.38,47.37
19301108,13.43,47.51
19301109,13.56,47.67
19301110,13.63,47.82
19301111,13.83,47.97
19301112,14.13,48.12
19301113,14.27,48.27
19301114,14.27,48.42
19301115,14.37,48.56
19301116,14.44,48.70
19301117,14.44,48.83
19301118,14.44,48.96
19301119,14.46,49.10
19301120,14.72,49.24
19301121,14.72,49.38
19301122,14.73,49.52
19301123,14.79,49.66
19301124,14.84,49.80
19301125,14.84,49.93
19301126,14.84,50.07
19301127,14.84,50.20
19301128,14.84,50.34
19301129,15.31,50.48
19301130,15.91,50.62
19301201,15.91,50.76
19301202,15.91,50.90
19301203,15.91,51.04
19301204,15.93,51.18
19301205,18.48,51.31
19301206,18.51,51.44
19301207,18.51,51.58
19301208,18.51,51.72
19301209,18.51,51.86
19301210,18.55,51.99
19301211,18.55,52.12
19301212,18.55,52.25
19301213,18.55,52.38
19301214,18.55,52.51
19301215,18.55,52.64
19301216,18.55,52.78
19301217,18.55,52.91
19301218,18.96,53.03
19301219,18.96,53.15
19301220,18.96,53.27
19301221,19.04,53.40
19301222,19.12,53.52
19301223,19.12,53.65
19301224,19.12,53.78
19301225,20.58,53.91
19301226,20.58,54.04
19301227,20.58,54.16
19301228,20.59,54.29
19301229,20.59,54.41
19301230,20.59,54.53
19301231,20.59,54.65
19310101,0,0.11
19310102,,0.22
19310103,,0.34
19310104,0.01,0.47
19310105,0.01,0.59
19310106,0.01,0.71
19310107,0.01,0.83
19310108,0.01,0.95
19310109,0.01,1.07
19310110,0.57,1.19
19310111,1.33,1.31
19310112,1.40,1.44
19310113,1.40,1.56
19310114,1.40,1.69
19310115,1.40,1.81
19310116,1.55,1.94
19310117,2.81,2.07
19310118,2.81,2.19
19310119,2.81,2.32
19310120,2.81,2.45
19310121,2.81,2.58
19310122,2.81,2.71
19310123,2.81,2.84
19310124,2.81,2.96
19310125,2.81,3.09
19310126,2.81,3.22
19310127,2.82,3.35
19310128,2.82,3.48
19310129,2.82,3.61
19310130,2.82,3.74
19310131,2.82,3.87
19310201,3.22,4.00
19310202,3.98,4.12
19310203,4.03,4.23
19310204,4.03,4.35
19310205,4.03,4.45
19310206,4.03,4.57
19310207,4.03,4.69
19310208,4.04,4.80
19310209,4.04,4.92
19310210,4.04,5.04
19310211,4.04,5.15
19310212,4.04,5.27
19310213,4.19,5.38
19310214,4.33,5.50
19310215,4.41,5.62
19310216,5.09,5.74
19310217,5.09,5.87
19310218,5.09,5.99
19310219,5.09,6.10
19310220,5.09,6.21
19310221,5.09,6.32
19310222,6.90,6.44
19310223,7.32,6.55
19310224,7.32,6.66
19310225,7.32,6.76
19310226,7.32,6.87
19310227,8.00,6.97
19310228,8.08,7.08
19310301,8.36,7.19
19310302,8.36,7.30
19310303,8.36,7.41
19310304,8.36,7.52
19310305,8.36,7.64
19310306,8.36,7.75
19310307,8.36,7.86
19310308,8.36,7.96
19310309,8.36,8.07
19310310,8.36,8.17
19310311,8.36,8.27
19310312,8.36,8.36
19310313,8.36,8.46
19310314,8.36,8.55
19310315,9.01,8.65
19310316,9.02,8.75
19310317,9.02,8.84
19310318,9.02,8.94
19310319,9.02,9.03
19310320,9.54,9.12
19310321,9.54,9.22
19310322,9.54,9.33
19310323,9.54,9.44
19310324,9.54,9.54
19310325,9.54,9.66
19310326,9.64,9.77
19310327,9.64,9.88
19310328,9.64,9.99
19310329,9.64,10.09
19310330,9.96,10.18
19310331,9.96,10.28
19310401,9.96,10.37
19310402,9.96,10.46
19310403,9.96,10.55
19310404,9.96,10.65
19310405,9.96,10.75
19310406,9.96,10.85
19310407,9.96,10.95
19310408,9.96,11.05
19310409,9.96,11.15
19310410,10.11,11.25
19310411,10.11,11.36
19310412,10.11,11.47
19310413,10.11,11.58
19310414,10.11,11.68
19310415,10.11,11.78
19310416,10.11,11.89
19310417,10.11,12.00
19310418,10.11,12.11
19310419,10.28,12.23
19310420,10.28,12.34
19310421,10.28,12.45
19310422,10.28,12.56
19310423,10.28,12.67
19310424,10.28,12.79
19310425,10.28,12.90
19310426,10.28,13.02
19310427,10.48,13.14
19310428,10.48,13.27
19310429,10.48,13.40
19310430,11.45,13.53
19310501,11.45,13.67
19310502,11.45,13.81
19310503,11.45,13.95
19310504,11.45,14.09
19310505,11.64,14.24
19310506,11.64,14.38
19310507,11.64,14.53
19310508,11.64,14.68
19310509,11.64,14.83
19310510,11.64,14.96
19310511,11.64,15.10
19310512,11.64,15.24
19310513,11.64,15.37
19310514,11.64,15.51
19310515,11.64,15.66
19310516,11.64,15.80
19310517,11.64,15.95
19310518,11.76,16.09
19310519,11.82,16.23
19310520,11.83,16.38
19310521,11.83,16.54
19310522,11.95,16.71
19310523,11.95,16.87
19310524,11.95,17.04
19310525,11.95,17.22
19310526,11.95,17.40
19310527,11.95,17.58
19310528,11.95,17.76
19310529,11.95,17.94
19310530,11.97,18.11
19310531,11.97,18.28
19310601,11.97,18.47
19310602,11.97,18.67
19310603,11.97,18.87
19310604,11.97,19.07
19310605,11.97,19.29
19310606,11.97,19.52
19310607,11.97,19.74
19310608,11.97,19.98
19310609,11.97,20.21
19310610,11.97,20.46
19310611,11.97,20.71
19310612,11.97,20.98
19310613,11.97,21.25
19310614,11.97,21.51
19310615,11.97,21.77
19310616,11.97,22.03
19310617,11.97,22.29
19310618,11.97,22.55
19310619,11.97,22.81
19310620,11.97,23.05
19310621,11.97,23.29
19310622,11.97,23.53
19310623,12.02,23.77
19310624,12.04,24.01
19310625,12.04,24.24
19310626,12.97,24.47
19310627,13.00,24.69
19310628,13.00,24.92
19310629,13.09,25.15
19310630,13.09,25.38
19310701,13.09,25.58
19310702,13.09,25.78
19310703,13.09,25.98
19310704,13.09,26.17
19310705,13.09,26.36
19310706,13.09,26.54
19310707,13.09,26.72
19310708,13.11,26.90
19310709,13.11,27.08
19310710,13.11,27.24
19310711,13.11,27.39
19310712,13.11,27.54
19310713,13.11,27.69
19310714,13.11,27.84
19310715,14.26,27.99
19310716,14.26,28.13
19310717,14.79,28.26
19310718,15.22,28.40
19310719,15.22,28.54
19310720,15.60,28.68
19310721,15.60,28.81
19310722,15.60,28.93
19310723,15.60,29.06
19310724,15.60,29.18
19310725,15.60,29.30
19310726,15.60,29.43
19310727,15.60,29.56
19310728,15.60,29.68
19310729,15.60,29.80
19310730,16.24,29.92
19310731,16.24,30.04
19310801,16.24,30.18
19310802,16.24,30.32
19310803,16.55,30.45
19310804,16.55,30.58
19310805,16.55,30.72
19310806,16.55,30.86
19310807,16.63,31.00
19310808,16.63,31.15
19310809,16.63,31.30
19310810,16.63,31.45
19310811,16.63,31.59
19310812,16.63,31.72
19310813,16.63,31.86
19310814,16.63,32.00
19310815,16.63,32.14
19310816,16.63,32.29
19310817,16.63,32.45
19310818,16.63,32.62
19310819,17.24,32.79
19310820,17.58,32.97
19310821,18.01,33.16
19310822,18.03,33.34
19310823,18.03,33.53
19310824,18.03,33.73
19310825,18.03,33.92
19310826,18.16,34.11
19310827,18.16,34.31
19310828,18.16,34.50
19310829,18.16,34.69
19310830,18.16,34.89
19310831,18.16,35.10
19310901,18.16,35.29
19310902,18.16,35.48
19310903,18.16,35.67
19310904,18.16,35.86
19310905,18.16,36.05
19310906,18.16,36.23
19310907,18.16,36.43
19310908,18.16,36.63
19310909,18.16,36.83
19310910,18.16,37.04
19310911,18.16,37.25
19310912,18.66,37.46
19310913,18.66,37.66
19310914,18.66,37.85
19310915,18.66,38.03
19310916,18.98,38.20
19310917,19.51,38.36
19310918,19.51,38.51
19310919,19.53,38.66
19310920,19.53,38.81
19310921,19.53,38.97
19310922,19.59,39.11
19310923,19.59,39.26
19310924,19.59,39.41
19310925,19.59,39.57
19310926,19.59,39.72
19310927,19.59,39.88
19310928,19.59,40.02
19310929,19.59,40.17
19310930,19.59,40.31
19311001,19.59,40.47
19311002,19.59,40.63
19311003,19.59,40.82
19311004,19.59,41.00
19311005,19.59,41.18
19311006,19.64,41.36
19311007,19.64,41.53
19311008,19.64,41.71
19311009,19.64,41.88
19311010,19.64,42.06
19311011,19.64,42.25
19311012,19.64,42.44
19311013,19.64,42.63
19311014,19.64,42.82
19311015,19.74,43.02
19311016,20.25,43.22
19311017,20.25,43.43
19311018,20.25,43.64
19311019,20.25,43.87
19311020,20.25,44.09
19311021,20.25,44.31
19311022,20.56,44.53
19311023,20.94,44.74
19311024,20.94,44.94
19311025,20.94,45.15
19311026,20.94,45.35
19311027,20.94,45.54
19311028,20.94,45.74
19311029,20.94,45.94
19311030,20.94,46.12
19311031,20.94,46.30
19311101,20.94,46.45
19311102,20.94,46.60
19311103,20.94,46.75
19311104,20.94,46.91
19311105,20.94,47.06
19311106,20.94,47.21
19311107,20.94,47.37
19311108,20.94,47.51
19311109,20.94,47.67
19311110,20.94,47.82
19311111,20.94,47.97
19311112,20.94,48.12
19311113,21.08,48.27
19311114,21.29,48.42
19311115,21.29,48.56
19311116,21.29,48.70
19311117,21.38,48.83
19311118,21.38,48.96
19311119,21.92,49.10
19311120,22.76,49.24
19311121,22.76,49.38
19311122,22.80,49.52
19311123,22.80,49.66
19311124,25.33,49.80
19311125,25.33,49.93
19311126,25.68,50.07
19311127,25.68,50.20
19311128,25.68,50.34
19311129,25.68,50.48
19311130,25.88,50.62
19311201,26.27,50.76
19311202,26.32,50.90
19311203,26.32,51.04
19311204,26.32,51.18
19311205,26.32,51.31
19311206,27.16,51.44
19311207,27.59,51.58
19311208,28.28,51.72
19311209,28.28,51.86
19311210,28.28,51.99
19311211,28.76,52.12
19311212,28.77,52.25
19311213,29.45,52.38
19311214,29.45,52.51
19311215,29.45,52.64
19311216,29.55,52.78
19311217,29.67,52.91
19311218,30.98,53.03
19311219,31.02,53.15
19311220,31.02,53.27
19311221,31.02,53.40
19311222,31.02,53.52
19311223,31.02,53.65
19311224,31.11,53.78
19311225,31.11,53.91
19311226,31.11,54.04
19311227,31.11,54.16
19311228,31.11,54.29
19311229,31.11,54.41
19311230,31.11,54.53
19311231,31.11,54.65
19320101,0,0.11
19320102,,0.22
19320103,0.17,0.34
19320104,0.17,0.47
19320105,1.17,0.59
19320106,1.17,0.71
19320107,1.17,0.83
19320108,1.17,0.95
19320109,1.17,1.07
19320110,1.17,1.19
19320111,1.36,1.31
19320112,2.57,1.44
19320113,2.57,1.56
19320114,2.57,1.69
19320115,2.59,1.81
19320116,2.59,1.94
19320117,2.71,2.07
19320118,2.71,2.19
19320119,2.71,2.32
19320120,2.71,2.45
19320121,2.71,2.58
19320122,3.66,2.71
19320123,3.89,2.84
19320124,3.89,2.96
19320125,4.20,3.09
19320126,4.46,3.22
19320127,4.46,3.35
19320128,4.46,3.48
19320129,5.17,3.61
19320130,5.17,3.74
19320131,5.17,3.87
19320201,5.17,4.00
19320202,5.17,4.12
19320203,5.17,4.23
19320204,5.17,4.35
19320205,5.17,4.45
19320206,5.17,4.57
19320207,5.17,4.69
19320208,5.17,4.80
19320209,5.17,4.92
19320210,5.17,5.04
19320211,5.17,5.15
19320212,5.17,5.27
19320213,5.17,5.38
19320214,5.17,5.50
19320215,5.17,5.62
19320216,5.17,5.74
19320217,5.17,5.87
19320218,5.17,5.99
19320219,5.17,6.10
19320220,5.17,6.21
19320221,5.17,6.32
19320222,5.17,6.44
19320223,5.17,6.55
19320224,5.17,6.66
19320225,5.17,6.76
19320226,5.17,6.87
19320227,5.17,6.97
19320228,5.17,7.08
19320229,5.17,7.08
19320301,5.17,7.19
19320302,5.47,7.30
19320303,5.88,7.41
19320304,5.88,7.52
19320305,5.88,7.64
19320306,5.88,7.75
19320307,5.88,7.86
19320308,5.89,7.96
19320309,5.89,8.07
19320310,5.90,8.17
19320311,6.01,8.27
19320312,6.01,8.36
19320313,6.01,8.46
19320314,6.01,8.55
19320315,6.01,8.65
19320316,6.01,8.75
19320317,6.01,8.84
19320318,6.01,8.94
19320319,6.01,9.03
19320320,6.01,9.12
19320321,6.01,9.22
19320322,6.01,9.33
19320323,6.01,9.44
19320324,6.01,9.54
19320325,6.01,9.66
19320326,6.01,9.77
19320327,6.01,9.88
19320328,6.01,9.99
19320329,6.01,10.09
19320330,6.01,10.18
19320331,6.10,10.28
19320401,6.10,10.37
19320402,6.10,10.46
19320403,6.10,10.55
19320404,6.10,10.65
19320405,6.10,10.75
19320406,6.10,10.85
19320407,6.32,10.95
19320408,6.32,11.05
19320409,6.32,11.15
19320410,6.32,11.25
19320411,6.32,11.36
19320412,6.32,11.47
19320413,6.32,11.58
19320414,6.32,11.68
19320415,6.32,11.78
19320416,6.32,11.89
19320417,6.32,12.00
19320418,6.32,12.11
19320419,6.32,12.23
19320420,6.32,12.34
19320421,6.32,12.45
19320422,6.40,12.56
19320423,6.40,12.67
19320424,6.40,12.79
19320425,6.40,12.90
19320426,6.40,13.02
19320427,6.40,13.14
19320428,6.98,13.27
19320429,8.50,13.40
19320430,8.50,13.53
19320501,8.50,13.67
19320502,8.50,13.81
19320503,8.50,13.95
19320504,8.50,14.09
19320505,8.50,14.24
19320506,8.50,14.38
19320507,8.50,14.53
19320508,8.50,14.68
19320509,8.50,14.83
19320510,8.51,14.96
19320511,8.51,15.10
19320512,8.51,15.24
19320513,8.51,15.37
19320514,8.51,15.51
19320515,8.65,15.66
19320516,8.90,15.80
19320517,8.90,15.95
19320518,8.90,16.09
19320519,8.90,16.23
19320520,8.90,16.38
19320521,8.90,16.54
19320522,9.03,16.71
19320523,9.03,16.87
19320524,10.14,17.04
19320525,10.14,17.22
19320526,10.14,17.40
19320527,10.14,17.58
19320528,10.14,17.76
19320529,10.14,17.94
19320530,10.14,18.11
19320531,10.14,18.28
19320601,10.14,18.47
19320602,10.14,18.67
19320603,10.17,18.87
19320604,10.17,19.07
19320605,10.17,19.29
19320606,10.17,19.52
19320607,10.17,19.74
19320608,10.17,19.98
19320609,10.24,20.21
19320610,10.54,20.46
19320611,10.54,20.71
19320612,10.66,20.98
19320613,10.66,21.25
19320614,10.66,21.51
19320615,10.66,21.77
19320616,10.66,22.03
19320617,10.66,22.29
19320618,10.66,22.55
19320619,10.66,22.81
19320620,10.66,23.05
19320621,10.66,23.29
19320622,10.66,23.53
19320623,10.66,23.77
19320624,10.96,24.01
19320625,11.47,24.24
19320626,11.47,24.47
19320627,11.47,24.69
19320628,11.47,24.92
19320629,11.47,25.15
19320630,11.70,25.38
19320701,11.70,25.58
19320702,12.12,25.78
19320703,12.12,25.98
19320704,12.13,26.17
19320705,12.13,26.36
19320706,12.13,26.54
19320707,12.13,26.72
19320708,12.13,26.90
19320709,12.13,27.08
19320710,12.13,27.24
19320711,13.09,27.39
19320712,13.09,27.54
19320713,13.09,27.69
19320714,13.09,27.84
19320715,13.09,27.99
19320716,13.09,28.13
19320717,13.09,28.26
19320718,13.09,28.40
19320719,13.21,28.54
19320720,13.21,28.68
19320721,13.21,28.81
19320722,13.24,28.93
19320723,13.77,29.06
19320724,13.77,29.18
19320725,14.19,29.30
19320726,14.19,29.43
19320727,14.19,29.56
19320728,14.19,29.68
19320729,14.19,29.80
19320730,14.19,29.92
19320731,14.19,30.04
19320801,14.19,30.18
19320802,14.19,30.32
19320803,14.19,30.45
19320804,15.10,30.58
19320805,15.10,30.72
19320806,15.10,30.86
19320807,15.10,31.00
19320808,15.10,31.15
19320809,15.10,31.30
19320810,15.11,31.45
19320811,15.11,31.59
19320812,15.12,31.72
19320813,15.48,31.86
19320814,19.65,32.00
19320815,19.65,32.14
19320816,19.65,32.29
19320817,19.65,32.45
19320818,19.65,32.62
19320819,19.70,32.79
19320820,19.70,32.97
19320821,19.70,33.16
19320822,19.70,33.34
19320823,19.70,33.53
19320824,19.70,33.73
19320825,19.83,33.92
19320826,19.83,34.11
19320827,19.83,34.31
19320828,19.93,34.50
19320829,19.97,34.69
19320830,19.97,34.89
19320831,20.03,35.10
19320901,20.03,35.29
19320902,20.03,35.48
19320903,21.42,35.67
19320904,21.67,35.86
19320905,21.67,36.05
19320906,21.67,36.23
19320907,21.67,36.43
19320908,21.67,36.63
19320909,21.67,36.83
19320910,21.67,37.04
19320911,21.67,37.25
19320912,21.67,37.46
19320913,21.67,37.66
19320914,21.67,37.85
19320915,21.67,38.03
19320916,21.67,38.20
19320917,21.67,38.36
19320918,21.81,38.51
19320919,21.81,38.66
19320920,21.81,38.81
19320921,21.81,38.97
19320922,21.81,39.11
19320923,21.81,39.26
19320924,22.00,39.41
19320925,22.80,39.57
19320926,23.15,39.72
19320927,23.44,39.88
19320928,23.46,40.02
19320929,23.46,40.17
19320930,23.46,40.31
19321001,23.46,40.47
19321002,23.46,40.63
19321003,23.46,40.82
19321004,24.53,41.00
19321005,24.53,41.18
19321006,24.53,41.36
19321007,24.53,41.53
19321008,24.53,41.71
19321009,24.53,41.88
19321010,25.71,42.06
19321011,25.71,42.25
19321012,25.71,42.44
19321013,25.71,42.63
19321014,25.71,42.82
19321015,25.71,43.02
19321016,25.71,43.22
19321017,25.71,43.43
19321018,25.71,43.64
19321019,25.71,43.87
19321020,25.71,44.09
19321021,25.71,44.31
19321022,25.71,44.53
19321023,25.71,44.74
19321024,25.71,44.94
19321025,25.71,45.15
19321026,25.73,45.35
19321027,25.73,45.54
19321028,25.73,45.74
19321029,25.73,45.94
19321030,25.73,46.12
19321031,25.75,46.30
19321101,25.75,46.45
19321102,25.75,46.60
19321103,25.75,46.75
19321104,25.75,46.91
19321105,25.75,47.06
19321106,25.75,47.21
19321107,25.75,47.37
19321108,25.75,47.51
19321109,25.75,47.67
19321110,25.75,47.82
19321111,25.75,47.97
19321112,25.75,48.12
19321113,25.75,48.27
19321114,25.75,48.42
19321115,25.85,48.56
19321116,25.85,48.70
19321117,26.30,48.83
19321118,26.48,48.96
19321119,26.48,49.10
19321120,26.48,49.24
19321121,26.48,49.38
19321122,26.99,49.52
19321123,27.60,49.66
19321124,27.60,49.80
19321125,27.60,49.93
19321126,27.60,50.07
19321127,27.60,50.20
19321128,27.60,50.34
19321129,27.60,50.48
19321130,27.60,50.62
19321201,27.60,50.76
19321202,27.60,50.90
19321203,27.60,51.04
19321204,27.60,51.18
19321205,27.69,51.31
19321206,28.54,51.44
19321207,28.54,51.58
19321208,28.54,51.72
19321209,29.17,51.86
19321210,29.30,51.99
19321211,29.34,52.12
19321212,29.38,52.25
19321213,29.41,52.38
19321214,29.43,52.51
19321215,29.50,52.64
19321216,29.93,52.78
19321217,29.93,52.91
19321218,29.93,53.03
19321219,29.97,53.15
19321220,29.97,53.27
19321221,30.42,53.40
19321222,30.42,53.52
19321223,30.79,53.65
19321224,30.87,53.78
19321225,30.87,53.91
19321226,30.87,54.04
19321227,30.91,54.16
19321228,30.91,54.29
19321229,31.23,54.41
19321230,31.62,54.53
19321231,31.62,54.65
19330101,0,0.11
19330102,,0.22
19330103,,0.34
19330104,0.10,0.47
19330105,0.11,0.59
19330106,0.11,0.71
19330107,0.21,0.83
19330108,0.21,0.95
19330109,0.21,1.07
19330110,0.21,1.19
19330111,1.44,1.31
19330112,1.48,1.44
19330113,1.48,1.56
19330114,1.48,1.69
19330115,1.48,1.81
19330116,1.52,1.94
19330117,1.52,2.07
19330118,1.52,2.19
19330119,1.52,2.32
19330120,1.75,2.45
19330121,1.83,2.58
19330122,1.83,2.71
19330123,1.83,2.84
19330124,2.52,2.96
19330125,2.52,3.09
19330126,2.52,3.22
19330127,2.52,3.35
19330128,2.52,3.48
19330129,2.69,3.61
19330130,3.10,3.74
19330131,3.14,3.87
19330201,3.14,4.00
19330202,3.14,4.12
19330203,3.69,4.23
19330204,3.81,4.35
19330205,3.81,4.45
19330206,3.94,4.57
19330207,4.46,4.69
19330208,4.46,4.80
19330209,4.46,4.92
19330210,4.67,5.04
19330211,4.67,5.15
19330212,4.67,5.27
19330213,4.69,5.38
19330214,4.69,5.50
19330215,5.26,5.62
19330216,5.66,5.74
19330217,5.67,5.87
19330218,5.67,5.99
19330219,5.87,6.10
19330220,5.87,6.21
19330221,5.87,6.32
19330222,5.97,6.44
19330223,5.97,6.55
19330224,5.97,6.66
19330225,5.97,6.76
19330226,6.06,6.87
19330227,6.65,6.97
19330228,6.65,7.08
19330301,6.65,7.19
19330302,6.65,7.30
19330303,6.65,7.41
19330304,6.65,7.52
19330305,6.66,7.64
19330306,8.13,7.75
19330307,8.13,7.86
19330308,8.13,7.96
19330309,8.13,8.07
19330310,8.13,8.17
19330311,8.38,8.27
19330312,8.41,8.36
19330313,8.41,8.46
19330314,8.41,8.55
19330315,8.41,8.65
19330316,8.42,8.75
19330317,8.45,8.84
19330318,8.47,8.94
19330319,8.58,9.03
19330320,8.58,9.12
19330321,8.58,9.22
19330322,8.58,9.33
19330323,8.58,9.44
19330324,8.61,9.54
19330325,8.74,9.66
19330326,8.74,9.77
19330327,8.74,9.88
19330328,9.01,9.99
19330329,9.01,10.09
19330330,9.01,10.18
19330331,9.01,10.28
19330401,9.01,10.37
19330402,9.01,10.46
19330403,9.01,10.55
19330404,9.19,10.65
19330405,9.28,10.75
19330406,9.28,10.85
19330407,9.28,10.95
19330408,9.28,11.05
19330409,9.28,11.15
19330410,9.28,11.25
19330411,9.28,11.36
19330412,9.28,11.47
19330413,9.28,11.58
19330414,9.28,11.68
19330415,9.28,11.78
19330416,9.28,11.89
19330417,9.28,12.00
19330418,9.28,12.11
19330419,9.28,12.23
19330420,9.29,12.34
19330421,9.29,12.45
19330422,9.29,12.56
19330423,9.29,12.67
19330424,9.29,12.79
19330425,9.29,12.90
19330426,9.60,13.02
19330427,9.60,13.14
19330428,9.60,13.27
19330429,9.63,13.40
19330430,9.63,13.53
19330501,9.63,13.67
19330502,9.63,13.81
19330503,9.63,13.95
19330504,10.36,14.09
19330505,10.36,14.24
19330506,10.36,14.38
19330507,10.36,14.53
19330508,10.36,14.68
19330509,10.36,14.83
19330510,10.36,14.96
19330511,10.36,15.10
19330512,10.36,15.24
19330513,10.36,15.37
19330514,10.36,15.51
19330515,10.36,15.66
19330516,10.36,15.80
19330517,10.36,15.95
19330518,10.36,16.09
19330519,10.36,16.23
19330520,10.36,16.38
19330521,10.37,16.54
19330522,10.37,16.71
19330523,10.37,16.87
19330524,10.37,17.04
19330525,11.18,17.22
19330526,11.95,17.40
19330527,11.95,17.58
19330528,11.95,17.76
19330529,11.95,17.94
19330530,11.95,18.11
19330531,11.95,18.28
19330601,11.95,18.47
19330602,11.95,18.67
19330603,11.95,18.87
19330604,11.95,19.07
19330605,11.95,19.29
19330606,11.95,19.52
19330607,11.95,19.74
19330608,11.95,19.98
19330609,11.95,20.21
19330610,12.00,20.46
19330611,12.03,20.71
19330612,12.03,20.98
19330613,12.03,21.25
19330614,12.03,21.51
19330615,12.03,21.77
19330616,12.03,22.03
19330617,12.03,22.29
19330618,12.03,22.55
19330619,12.03,22.81
19330620,12.03,23.05
19330621,12.03,23.29
19330622,12.04,23.53
19330623,12.04,23.77
19330624,12.04,24.01
19330625,12.58,24.24
19330626,12.58,24.47
19330627,12.58,24.69
19330628,12.58,24.92
19330629,12.58,25.15
19330630,12.58,25.38
19330701,12.58,25.58
19330702,12.58,25.78
19330703,12.58,25.98
19330704,12.58,26.17
19330705,12.58,26.36
19330706,12.75,26.54
19330707,12.91,26.72
19330708,12.99,26.90
19330709,12.99,27.08
19330710,12.99,27.24
19330711,12.99,27.39
19330712,12.99,27.54
19330713,12.99,27.69
19330714,12.99,27.84
19330715,12.99,27.99
19330716,13.45,28.13
19330717,13.51,28.26
19330718,13.51,28.40
19330719,13.51,28.54
19330720,13.51,28.68
19330721,13.51,28.81
19330722,14.51,28.93
19330723,17.41,29.06
19330724,18.81,29.18
19330725,18.87,29.30
19330726,18.87,29.43
19330727,19.77,29.56
19330728,20.12,29.68
19330729,20.24,29.80
19330730,20.24,29.92
19330731,20.24,30.04
19330801,20.24,30.18
19330802,20.24,30.32
19330803,20.27,30.45
19330804,20.32,30.58
19330805,20.33,30.72
19330806,20.33,30.86
19330807,20.58,31.00
19330808,20.58,31.15
19330809,20.58,31.30
19330810,20.58,31.45
19330811,20.91,31.59
19330812,21.96,31.72
19330813,21.96,31.86
19330814,21.96,32.00
19330815,22.71,32.14
19330816,22.71,32.29
19330817,22.71,32.45
19330818,22.76,32.62
19330819,22.76,32.79
19330820,22.76,32.97
19330821,22.82,33.16
19330822,22.82,33.34
19330823,22.82,33.53
19330824,23.02,33.73
19330825,23.02,33.92
19330826,23.05,34.11
19330827,23.82,34.31
19330828,23.82,34.50
19330829,23.84,34.69
19330830,24.44,34.89
19330831,25.66,35.10
19330901,25.67,35.29
19330902,25.67,35.48
19330903,25.67,35.67
19330904,25.67,35.86
19330905,25.67,36.05
19330906,26.96,36.23
19330907,26.96,36.43
19330908,26.96,36.63
19330909,26.96,36.83
19330910,26.98,37.04
19330911,26.98,37.25
19330912,26.98,37.46
19330913,26.98,37.66
19330914,26.98,37.85
19330915,26.98,38.03
19330916,26.98,38.20
19330917,26.98,38.36
19330918,26.98,38.51
19330919,26.98,38.66
19330920,26.98,38.81
19330921,26.98,38.97
19330922,26.98,39.11
19330923,26.98,39.26
19330924,29.18,39.41
19330925,29.18,39.57
19330926,29.18,39.72
19330927,29.18,39.88
19330928,29.33,40.02
19330929,29.33,40.17
19330930,30.32,40.31
19331001,31.21,40.47
19331002,31.21,40.63
19331003,31.21,40.82
19331004,31.21,41.00
19331005,31.21,41.18
19331006,31.21,41.36
19331007,31.21,41.53
19331008,31.21,41.71
19331009,31.21,41.88
19331010,31.21,42.06
